Time                        Bx(nT)         By(nT)         Bz(nT)
          8151.5430         -3.6937         6.0235        10.3698
          8154.5509         -3.1773         6.4888        11.4269
          8157.5589         -3.3987         5.8485        11.7557
          8160.5668         -2.7489         5.7679        11.3596
          8163.5748         -3.2548         6.0959        11.3933
          8166.5827         -2.9772         5.4382        10.1302
          8169.5907         -3.9568         6.6731        10.8448
          8172.5986         -3.0380         6.3445        11.4109
          8175.6066         -2.8375         4.3166        11.5415
          8178.6145         -4.6762         6.8288        11.1071
          8181.6225         -3.6120         6.9845        12.2883
          8184.6304         -3.1894         6.4565        12.1817
          8187.6384         -3.3897         4.8112        11.5401
          8190.6463         -3.6436         5.9158        12.3598
          8193.6543         -3.3945         5.1824        12.3387
          8196.6622         -3.5691         6.8659        12.9045
          8199.6702         -1.7863         5.4439        12.6780
          8202.6781         -2.8556         5.7578        12.2056
          8205.6861         -3.6635         6.4195        11.7230
          8208.6940         -3.5870         7.3663        11.4458
          8211.7020         -2.5147         4.6414        11.5413
          8214.7099         -3.6570         5.0418        11.5947
          8217.7179         -2.2768         5.8835        12.2015
          8220.7258         -2.3024         5.8926        12.9757
          8223.7338         -3.9590         6.3305        11.6425
          8226.7417         -1.9433         5.8685        11.0571
          8229.7497         -3.3901         5.8895        13.0727
          8232.7576         -3.8946         6.7940        12.1898
          8235.7656         -2.8454         5.9352        11.3995
          8238.7735         -2.5905         5.0973        12.1837
          8241.7815         -3.4611         5.6587        12.3968
          8244.7894         -3.4098         6.3268        12.5893
          8247.7974         -2.2758         4.8274        12.0181
          8250.8053         -2.7213         6.0869        12.7566
          8253.8133         -2.7118         5.1751        12.2466
          8256.8212         -2.7656         6.8584        11.7392
          8259.8292         -3.3779         5.0739        11.2389
          8262.8371         -3.5314         5.8880         9.9638
          8265.8451         -4.2057         5.6287        11.9461
          8268.8530         -3.4541         7.3588        11.2488
          8271.8610         -2.5830         4.7775        11.4151
          8274.8689         -3.8721         5.8960         9.5916
          8277.8769         -3.6289         7.4785        11.6909
          8280.8848         -3.4218         6.8832        11.9832
          8283.8928         -3.7378         5.4787        10.8934
          8286.9007         -2.9412         6.0621        11.6690
          8289.9087         -3.5202         6.5093        12.2920
          8292.9166         -3.9224         6.9358        10.9981
          8295.9246         -3.5526         5.3895        11.3708
          8298.9325         -4.4547         5.9624        10.5392
          8301.9405         -4.0077         6.4809        12.0692
          8304.9484         -3.6671         5.5975        10.4462
          8307.9564         -3.2820         5.0476        11.3083
          8310.9643         -4.4431         6.8917        12.0141
          8313.9723         -2.7095         6.2815        12.8900
          8316.9802         -2.8887         6.4746        11.3492
          8319.9882         -3.9158         3.9728        10.5219
          8322.9961         -2.8609         6.9578        11.3810
          8326.0041         -2.5834         6.2514        11.8947
          8329.0120         -4.2308         5.9077        11.5514
          8332.0200         -4.1351         6.0209        11.8450
          8335.0279         -4.0456         6.7618        12.0627
          8338.0359         -3.0819         6.4695        12.4734
          8341.0438         -4.1663         4.7123        10.5301
          8344.0518         -3.8734         6.6309        11.0895
          8347.0597         -3.5842         6.3368        11.7756
          8350.0677         -3.0508         5.3881        10.1660
          8353.0756         -2.9881         5.4082        11.3228
          8356.0836         -4.7453         6.6425        11.0492
          8359.0915         -2.2127         6.9092        12.3019
          8362.0995         -3.8755         3.7036        11.6292
          8365.1074         -1.9465         5.5025        12.4800
          8368.1154         -1.6057         5.4291        13.1459
          8371.1233         -2.1274         5.3966        13.4373
          8374.1313         -3.1938         6.1761        12.5815
          8377.1392         -2.4433         4.7910        12.3002
          8380.1472         -3.4726         4.8127        12.0061
          8383.1551         -2.5969         5.5248        12.8770
          8386.1631         -4.3706         6.5155        12.7275
          8389.1710         -1.8987         5.6112        13.4140
          8392.1790         -2.8743         5.2095        12.2343
          8395.1869         -2.7645         5.8019        12.6874
          8398.1949         -2.4714         5.7811        12.4671
          8401.2028         -3.4089         5.9460        13.5038
          8404.2108         -2.0015         6.1309        13.1730
          8407.2187         -2.1748         5.6351        13.5172
          8410.2267         -2.5174         5.4000        12.7313
          8413.2346         -2.6606         5.1830        13.0280
          8416.2426         -3.8451         6.5521        13.6902
          8419.2505         -2.9995         6.0167        11.9902
          8422.2585         -2.3443         5.4226        11.9587
          8425.2664         -2.4094         5.0318        10.8246
          8428.2743         -2.1003         4.7209        11.5798
          8431.2823         -2.4358         5.0355        13.0054
          8434.2903         -3.0415         7.1470        12.3662
          8437.2982         -2.2034         4.6639        11.5640
          8440.3062         -3.1805         6.4633        12.0841
          8443.3141         -2.3868         5.7838        13.0096
          8446.3220         -3.8447         5.5691        12.7808
          8449.3300         -4.3890         7.4637        11.8993
          8452.3379         -3.2354         7.1243        12.2791
          8455.3459         -3.8681         4.4642        11.5589
          8458.3538         -4.1031         5.5089        10.7369
          8461.3618         -3.2979         6.2403        11.0429
          8464.3697         -4.0224         6.9106        10.5187
          8467.3777         -4.3667         5.5928        12.3878
          8470.3856         -3.6866         6.0048        10.8874
          8473.3936         -4.0616         6.7059        11.9144
          8476.4015         -3.0846         6.0870        11.8518
          8479.4095         -3.4641         6.1162        12.0678
          8482.4175         -3.3499         5.9511        12.2008
          8485.4254         -4.1346         4.4961        11.2412
          8488.4334         -2.5206         6.8056        12.1169
          8491.4413         -3.4704         6.0821        12.9763
          8494.4493         -3.9131         5.4216        12.0582
          8497.4572         -2.1847         6.2831        12.5699
          8500.4652         -3.6797         6.0737        13.9470
          8503.4731         -3.3847         6.8457        13.1371
          8506.4811         -2.7280         5.0718        11.5346
          8509.4890         -1.9757         4.6267        12.4129
          8512.4969         -2.7799         5.5137        13.0793
          8515.5049         -2.2496         6.7167        12.3052
          8518.5128         -4.2135         5.5691        11.8390
          8521.5208         -3.7588         3.5684        11.7252
          8524.5288         -0.7128         6.7770        12.3139
          8527.5367         -2.4476         5.1722        13.5254
          8530.5446         -4.0923         6.6861        12.7618
          8533.5526         -1.8440         3.8609        11.4654
          8536.5605         -2.6136         4.7774        11.9742
          8539.5685         -2.8473         5.7007        13.6663
          8542.5764         -2.8751         4.9031        12.9750
          8545.5844         -3.4064         4.1265        10.9426
          8548.5923         -2.3025         6.5331        13.0800
          8551.6003         -3.0124         5.5847        12.7221
          8554.6082         -3.6366         5.6903        11.9851
          8557.6162         -2.3841         4.3230        11.0002
          8560.6241         -3.7337         5.0130        11.1913
          8563.6321         -3.1808         6.2006        10.3453
          8566.6400         -4.1855         5.6446        13.3865
          8569.6480         -4.2308         6.1334        12.0416
          8572.6559         -3.1919         5.4489        12.6416
          8575.6639         -3.8806         6.5197        12.7688
          8578.6718         -4.5892         7.1919        12.8200
          8581.6798         -2.5212         6.4948        12.5775
          8584.6877         -3.5709         4.8296        11.5815
          8587.6957         -3.5097         6.3212        11.8209
          8590.7036         -4.9307         6.2259        12.7630
          8593.7116         -2.8375         6.2922        13.4286
          8596.7195         -3.4334         4.5457        12.3068
          8599.7275         -2.7995         6.2494        11.7699
          8602.7354         -2.8738         5.6068        12.7428
          8605.7434         -3.3793         6.8271        12.9280
          8608.7513         -3.1903         6.4923        13.5668
          8611.7593         -2.9429         5.0340        13.4218
          8614.7672         -2.5137         5.3989        12.7781
          8617.7752         -2.3914         4.0386        12.6411
          8620.7831         -2.4578         6.3254        13.6312
          8623.7911         -1.8436         6.1168        14.4565
          8626.7990         -3.0996         5.5616        14.3391
          8629.8070         -2.0370         3.8579        13.4429
          8632.8149         -2.1977         6.8085        13.8631
          8635.8229         -2.6814         5.3096        14.9811
          8638.8308         -2.2894         4.4500        13.6495
          8641.8388         -2.6939         4.1117        13.4306
          8644.8467         -2.1820         5.0311        13.1491
          8647.8547         -3.2174         5.1440        13.8895
          8650.8626         -2.5147         5.0726        15.2228
          8653.8706         -3.3940         4.2149        15.1043
          8656.8785         -2.1519         5.4611        14.5669
          8659.8865         -2.6764         5.0314        14.5257
          8662.8944         -3.6074         5.6588        12.6793
          8665.9024         -3.1596         4.8588        12.8267
          8668.9103         -4.9151         6.0080        13.0296
          8671.9183         -2.7031         6.3114        13.0360
          8674.9262         -4.0165         4.2137        11.5466
          8677.9342         -2.9333         4.4856        11.6552
          8680.9421         -2.9950         5.7167        13.7216
          8683.9501         -3.4772         5.4659        13.3242
          8686.9580         -3.6388         6.2235        12.4364
          8689.9660         -5.0719         6.4337        13.9067
          8692.9739         -4.9363         7.3997        13.2456
          8695.9819         -2.8198         5.8166        13.7470
          8698.9898         -5.1312         4.7534        11.4569
          8701.9978         -4.5982         4.7242        12.1648
          8705.0057         -3.4695         5.9498        11.0890
          8708.0137         -2.8129         5.9131        12.6946
          8711.0216         -3.5694         4.1587        11.9154
          8714.0296         -3.3605         7.0810        13.3604
          8717.0375         -2.4812         5.3773        14.1548
          8720.0455         -4.1367         5.5751        13.6509
          8723.0534         -3.6582         3.8837        10.7521
          8726.0614         -3.8366         5.4245        12.4841
          8729.0693         -3.6828         6.3475        12.5092
          8732.0773         -3.5389         4.6713        12.7238
          8735.0852         -3.7604         6.1708        13.7898
          8738.0932         -3.3241         6.6565        12.8721
          8741.1011         -4.5494         5.1937        12.5444
          8744.1091         -4.5229         4.9131        11.0007
          8747.1170         -3.7156         6.0555        12.3078
          8750.1250         -3.5484         5.2118        11.7281
          8753.1329         -2.7940         5.1710        12.7878
          8756.1409         -3.6515         6.3946        13.0093
          8759.1488         -2.5664         4.7206        12.4962
          8762.1568         -4.3479         5.2903        12.4768
          8765.1647         -3.5440         6.9686        13.6447
          8768.1727         -3.7721         4.3829        11.3843
          8771.1806         -3.4210         4.7131        12.8059
          8774.1886         -3.8369         4.8408        12.1789
          8777.1965         -3.0417         5.2577        13.2071
          8780.2045         -3.5235         3.9316        13.0873
          8783.2124         -3.0912         4.4833        12.9888
          8786.2204         -3.3969         6.0509        12.5117
          8789.2283         -2.8897         5.4566        13.1061
          8792.2363         -3.8204         5.0786        13.3302
          8795.2442         -4.2117         5.8769        13.8298
          8798.2522         -3.7548         4.6696        14.8061
          8801.2601         -4.2319         6.6263        14.7077
          8804.2681         -3.2201         5.6209        14.3422
          8807.2760         -4.2379         6.1195        14.3462
          8810.2840         -4.8682         6.7396        13.2319
          8813.2919         -5.1564         4.1695        14.6301
          8816.2999         -3.7958         5.3560        13.7021
          8819.3078         -3.9170         6.4828        14.6680
          8822.3158         -4.5254         5.6590        15.4285
          8825.3237         -4.0893         5.8267        14.2732
          8828.3317         -3.6643         5.9526        14.8814
          8831.3396         -3.2522         5.8667        14.8460
          8834.3476         -3.4592         5.1811        14.6089
          8837.3555         -2.0472         5.4386        13.5506
          8840.3635         -2.6114         5.4529        14.2336
          8843.3714         -3.0774         6.1631        14.4097
          8846.3794         -4.1238         4.0499        12.9255
          8849.3873         -3.8704         4.5520        13.1012
          8852.3953         -3.4648         4.1881        12.0254
          8855.4032         -2.7949         5.5944        14.1967
          8858.4112         -2.8953         6.6145        13.0596
          8861.4191         -2.9569         6.7988        13.7997
          8864.4271         -3.0060         6.1176        13.6434
          8867.4350         -2.8734         6.1628        14.9951
          8870.4430         -5.1904         3.9705        14.0782
          8873.4509         -2.5890         6.2590        13.9248
          8876.4589         -3.8944         4.3482        14.3916
          8879.4668         -3.1846         5.7138        14.8937
          8882.4748         -3.1148         6.0244        14.8289
          8885.4827         -2.2490         4.2128        14.1772
          8888.4907         -3.0375         5.2758        13.3330
          8891.4986         -3.7691         6.0475        13.1153
          8894.5066         -2.4625         4.8651         9.2468
          8897.5145         -2.2667         5.4777        11.4645
          8900.5225         -1.6049         3.6302        11.5806
          8903.5304         -3.7024         5.4185        12.5869
          8906.5384         -3.7059         3.7985         9.2273
          8909.5463         -1.3885         3.4526         7.2626
          8912.5543         -2.5501         4.8172         9.2331
          8915.5622         -4.1901         6.2589        11.1630
          8918.5702         -3.5472         4.1151        12.0880
          8921.5781         -3.8741         6.1919        13.7510
          8924.5861         -3.1483         4.5303        13.2436
          8927.5940         -3.2971         4.0265        13.3671
          8930.6020         -3.4610         4.8496        14.7043
          8933.6099         -2.9985         5.3434        14.5042
          8936.6179         -3.4778         5.0802        13.0152
          8939.6258         -3.3895         6.2690        14.8466
          8942.6338         -4.2045         5.0230        13.2080
          8945.6417         -4.5766         6.8654        13.3892
          8948.6497         -4.3496         6.4790        13.7883
          8951.6576         -5.8906         5.5485        13.7140
          8954.6656         -4.9583         5.9649        13.6828
          8957.6735         -5.4104         6.0058        13.4856
          8960.6815         -5.0981         6.6770        13.0692
          8963.6894         -5.4825         6.1065        12.4413
          8966.6974         -4.4241         6.3598        13.2600
          8969.7053         -2.0158         5.0871        12.4822
          8972.7133         -2.7802         5.4008        13.0117
          8975.7212         -3.0997         5.6980        13.6713
          8978.7292         -3.1034         4.6635        13.8505
          8981.7371         -3.1833         5.4368        13.1798
          8984.7451         -2.4783         3.7356        11.7513
          8987.7530         -1.7934         5.6853        13.3730
          8990.7610         -2.1966         5.5291        13.7110
          8993.7689         -3.0730         5.6496        12.5623
          8996.7769         -2.8654         6.2335        13.6031
          8999.7848         -2.2797         3.9656        10.0984
          9002.7928         -2.0050         3.6671         9.0957
          9005.8007         -2.2440         3.0192         8.4415
          9008.8087         -1.2789         4.5237        10.1164
          9011.8166         -1.1470         4.3878         9.9274
          9014.8246         -2.4215         3.6536         8.5168
          9017.8325         -2.7362         3.3043         8.0331
          9020.8405         -1.7379         4.4631         9.1641
          9023.8484         -1.3246         3.9478        11.1259
          9026.8564          0.1095         3.6274        11.0346
          9029.8643          1.1821         0.6697        13.5264
          9032.8723         -0.0069         1.4320        13.0794
          9035.8802          0.2594         1.3879        12.0981
          9038.8882          0.2645         3.2623        12.1243
          9041.8961          0.1908         1.9458        13.7100
          9044.9041          2.8507        -1.5456        12.8986
          9047.9120          2.6330        -1.5566        12.9217
          9050.9200          3.7854        -1.0748        14.1155
          9053.9279          4.1107        -1.5974        13.7146
          9056.9359          3.7516        -2.1467        14.1296
          9059.9438          3.3227        -1.1143        13.1081
          9062.9518          3.7362        -1.9425        12.7124
          9065.9597          3.8427        -1.9095        12.0528
          9068.9677          4.5780        -2.4202        12.1917
          9071.9756          5.8749        -4.4945        10.3650
          9074.9836          6.0341        -3.5973        11.4774
          9077.9915          3.9664        -1.4680        12.3409
          9080.9995          1.6176        -1.2350        12.3320
          9084.0074          3.4061        -1.6651        11.4719
          9087.0154          5.3204        -2.3585        11.6024
          9090.0233          5.1686        -4.2048        11.2521
          9093.0313          3.8274        -2.9204        12.6515
          9096.0392          3.2590        -2.8437        10.9800
          9099.0472          3.8017        -2.7554        10.5169
          9102.0551          4.2363        -3.0893         9.9637
          9105.0631          3.9519        -3.9207        10.5729
          9108.0710          3.1820        -2.1783        11.7763
          9111.0790          5.1268        -2.7464        10.6613
          9114.0869          4.4571        -3.7994        10.2401
          9117.0949          3.3645        -2.2744        11.8422
          9120.1028          4.9046        -2.2577        12.1798
          9123.1108          4.1073        -3.5060        12.4342
          9126.1187          3.7558        -1.7619        12.1010
          9129.1267          4.1291        -2.0276        11.1433
          9132.1346          3.8430        -2.6240        11.8042
          9135.1426          4.4524        -2.8553        12.4804
          9138.1505          3.4918        -2.4538        10.9210
          9141.1585          3.6650        -2.5272        10.5873
          9144.1664          3.6415        -2.1296        11.8529
          9147.1744          4.1377        -3.0361        11.7547
          9150.1823          2.9107        -2.2592        11.7885
          9153.1903          2.7901        -0.5842        12.1163
          9156.1982          2.9351        -1.4821        10.6259
          9159.2062          3.3678        -3.0654         9.8902
          9162.2141          3.0974        -1.8282        11.5950
          9165.2221          3.9880        -2.4955        11.6512
          9168.2300          2.8279        -2.2271        10.6426
          9171.2380          3.3523        -0.4753        11.6337
          9174.2459          3.6645        -1.2310        12.3982
          9177.2539          2.5183        -1.1109        12.0479
          9180.2618          1.5146        -1.0600        11.9302
          9183.2698          1.4373         0.2255        11.3901
          9186.2777          1.4765        -0.7620        10.9596
          9189.2857          1.8794        -1.0616        11.5213
          9192.2936          2.0348         0.2900        12.6143
          9195.3016          1.9214        -1.4124        12.4839
          9198.3095          1.8205        -1.7310        12.9827
          9201.3175          2.3425        -0.2206        11.9128
          9204.3254          4.0244        -2.4684        10.1885
          9207.3334          2.4140        -2.6357        11.8436
          9210.3413          3.7549        -2.9426        12.1478
          9213.3493          3.4619        -2.8045        11.3636
          9216.3572          4.0227        -2.4757        11.7325
          9219.3652          2.9727        -3.6024         9.8652
          9222.3731          1.9728        -1.5721         8.8143
          9225.3811          3.5375        -2.6026         9.5180
          9228.3890          2.6617        -2.8143        10.0969
          9231.3970          2.8284        -2.5235         9.6340
          9234.4049          2.7916        -2.4761        11.1117
          9237.4129          3.5141        -3.0626         8.1555
          9240.4208          2.7906        -2.6062         9.8351
          9243.4288          3.0057        -2.1092         9.4731
          9246.4367          3.3639        -1.3118         9.5227
          9249.4447          3.0274        -1.5197         9.6067
          9252.4526          3.7033        -1.8096         9.6809
          9255.4606          2.6882        -2.1416        10.5428
          9258.4685          1.8333        -4.0043         8.7533
          9261.4765          2.2846        -2.4442         9.3810
          9264.4844          3.2117        -2.1653         8.7603
          9267.4924          2.3426        -2.4285         8.8334
          9270.5003          2.8199        -1.9372         9.8064
          9273.5083          2.9306        -1.9807         9.2200
          9276.5162          2.4061        -2.7833         8.5407
          9279.5242          3.2816        -1.2012        10.7967
          9282.5321          3.7768        -2.1417        10.6482
          9285.5401          3.3317        -3.0139         8.0968
          9288.5480          2.3198        -1.5524         9.6795
          9291.5560          3.7011        -1.8727        10.5127
          9294.5639          2.8784        -2.3852         8.4048
          9297.5719          3.1534        -2.3033         8.3791
          9300.5798          2.1368        -2.1764         7.8695
          9303.5878          3.0452        -1.7162         9.3126
          9306.5957          2.7150        -1.6520         9.6276
          9309.6037          3.3202        -1.7554         7.4006
          9312.6116          2.5386        -1.5403         7.1132
          9315.6196          2.6610        -1.7385         8.1669
          9318.6275          2.2623        -1.8262         8.6842
          9321.6355          3.4328        -2.4694         9.8433
          9324.6434          2.5094        -1.5818         7.6615
          9327.6514          2.5240        -1.1638         7.6533
          9330.6593          2.7103        -0.6778         9.1290
          9333.6673          2.5982        -1.0706         7.5431
          9336.6752          2.2774        -1.7749         9.0475
          9339.6832          1.8461        -0.6602        10.4458
          9342.6911          2.6514        -0.9728         9.4422
          9345.6991          2.2622        -0.9582         8.6561
          9348.7070          2.8886        -1.1416        11.2021
          9351.7150          2.0316        -0.8093         9.6608
          9354.7229          2.5949        -0.0886         8.4146
          9357.7309          2.0855        -1.1082         8.8407
          9360.7388          1.9975        -0.9627         8.2247
          9363.7468          2.8225        -1.4054         9.7515
          9366.7547          2.1203        -1.3767         7.7524
          9369.7627          1.7041        -1.5258         8.7203
          9372.7706          1.9969        -2.3612         9.1754
          9375.7786          1.7667        -1.6703         8.6611
          9378.7865          1.2725        -0.4756         7.1676
          9381.7945          1.7525        -0.7744         8.4273
          9384.8024          2.4310        -0.6366         8.2552
          9387.8104          2.6361        -1.1870         9.1567
          9390.8183          1.4627        -2.3505        10.1990
          9393.8263          1.6262        -1.1053         9.4342
          9396.8342          2.1416        -0.1583         8.0216
          9399.8422          2.3763        -0.8399         7.0571
          9402.8501          2.3640         0.3336         8.1933
          9405.8581          2.6243        -0.3557         9.0639
          9408.8660          3.3955        -0.5232        11.2226
          9411.8740          3.3767        -0.1435         9.5154
          9414.8819          2.1662        -0.7174         9.7237
          9417.8899          2.8214        -1.2954         9.7286
          9420.8978          3.4049        -1.2140         7.9700
          9423.9058          2.1241        -1.3789         7.5590
          9426.9137          2.0427        -1.4556         7.2799
          9429.9217          2.5163        -0.7484         9.4326
          9432.9296          2.7837        -1.1455         8.7529
          9435.9376          2.6822        -0.9769         9.7435
          9438.9455          2.3573        -1.5903        10.0819
          9441.9535          2.1338        -1.9404        10.8838
          9444.9614          2.4643        -1.1532         8.7074
          9447.9694          1.6163        -0.1944         9.4089
          9450.9773          1.7181         0.1505         9.8394
          9453.9853          1.8812        -1.2412         9.4539
          9456.9932          1.1884         0.0051        10.5350
          9460.0012          1.7477         0.1761         9.5403
          9463.0091          3.3280        -1.3457         9.2021
          9466.0171          2.7965        -2.0565         9.1599
          9469.0250          3.2645        -2.4403         9.6983
          9472.0330          1.5636         0.7184        13.1557
          9475.0409          0.9060         0.9109        13.4260
          9478.0489         -0.2711         2.8673        14.3358
          9481.0568          0.1717         0.0502        12.6123
          9484.0648          0.2459         0.7994        12.4313
          9487.0727          0.3195         0.3995        13.8459
          9490.0807          1.6833         0.5089        11.6370
          9493.0886          1.0589         0.1311        10.4755
          9496.0966          0.7343         0.6193        11.1037
          9499.1045          0.5058         1.5890        11.0136
          9502.1125          1.4723         0.6774         9.2239
          9505.1204          2.4650         0.3853         9.4042
          9508.1284          1.9700        -1.2587         9.2106
          9511.1363          2.5917        -1.8103         9.3430
          9514.1443          1.4705        -1.7994         7.4427
          9517.1522          1.1105        -2.1846         8.4194
          9520.1602          2.0629        -1.3502         8.6458
          9523.1681          1.9894        -2.4077         9.5403
          9526.1761          3.5033        -1.2940        10.8438
          9529.1840          4.4290         1.3298        12.9116
          9532.1920          2.7026        -0.8735        13.3938
          9535.1999          0.4421        -1.6222         9.1623
          9538.2079          1.5864        -2.1505         8.1958
          9541.2158          0.2620        -1.1178         9.1864
          9544.2238          0.0593        -1.1493         8.3579
          9547.2317          1.0757        -3.8972         7.7989
          9550.2397          1.4810        -5.1008         7.8398
          9553.2476          1.6971        -1.9928         8.4396
          9556.2556          3.0087        -4.0217         9.0652
          9559.2635          2.0044        -3.8603         7.9549
          9562.2715          1.9650        -4.3453         7.6847
          9565.2794          2.1212        -3.7911         8.4969
          9568.2874          2.1149        -5.9825         6.8000
          9571.2953          2.7347        -3.4749         8.4604
          9574.3033          1.9405        -3.8504         8.6910
          9577.3112          2.6035        -4.1412         8.5748
          9580.3192          1.9590        -3.7945         8.3022
          9583.3271          2.5893        -1.2504         8.8262
          9586.3351          2.8124        -1.8760         9.7111
          9589.3430          2.7089        -3.8395         8.2988
          9592.3510          3.5518        -3.2478         6.6144
          9595.3589          4.0099        -3.3854         7.6937
          9598.3669          4.5511        -5.5756         6.7528
          9601.3748          4.6314        -2.9423         7.2066
          9604.3828          4.2147        -3.6447         7.4798
          9607.3907          4.7474        -3.0608         7.6265
          9610.3987          4.7392        -3.8220         7.4032
          9613.4066          4.9582        -4.2263         6.4185
          9616.4146          3.3897        -4.4426         6.0973
          9619.4225          3.4759        -3.4809         7.9489
          9622.4305          2.4916        -3.6836         7.8234
          9625.4384          1.5639        -2.5531         8.3639
          9628.4464          3.3222        -3.1977         6.5851
          9631.4543          1.5524        -4.5878         7.8385
          9634.4623          1.5081        -3.7020         8.3805
          9637.4702          3.5905        -4.4854         8.7748
          9640.4782          2.8378        -3.7243         9.1128
          9643.4861          3.0541        -5.3772         7.7590
          9646.4941          3.7438        -3.8386         8.9195
          9649.5020          3.5110        -4.2365         8.1720
          9652.5100          3.0888        -2.4464         7.4719
          9655.5179          5.2819        -3.4597         7.2102
          9658.5259          4.8459        -3.3749         6.4672
          9661.5338          6.4979        -6.3400         6.0030
          9664.5418          7.5788        -4.4753         6.1494
          9667.5497          6.2332        -2.8798         5.8206
          9670.5577          5.9022        -4.1147         5.2873
          9673.5656          5.3153        -2.7687         6.3965
          9676.5736          4.3262        -2.9755         6.9848
          9679.5815          2.9309        -3.8649         7.3173
          9682.5895          4.8429        -3.8920         7.1661
          9685.5974          4.6749        -3.0631         7.9625
          9688.6054          3.5859        -3.7377         8.2023
          9691.6133          3.3264        -4.8319         8.1515
          9694.6213          3.8774        -4.5903         8.3590
          9697.6292          2.6299        -3.9167         7.4585
          9700.6372          2.0206        -4.2375         6.5358
          9703.6451          2.5020        -5.4091         7.5935
          9706.6531          3.3042        -5.6172         8.0740
          9709.6610          5.0819        -7.3799         8.5922
          9712.6690          0.5765         0.6480        12.0497
          9715.6769          0.7504        -0.3332        12.0891
          9718.6849         -1.1899         4.1397        12.9739
          9721.6928         -0.5221         3.3113        10.5359
          9724.7008         -1.3601         3.2757        11.5104
          9727.7087         -1.1297         3.6708        11.3373
          9730.7167         -0.9247         2.8661        11.4286
          9733.7246         -1.3629         4.0299        12.9815
          9736.7326         -0.3939         3.5185        12.0853
          9739.7405         -1.7005         4.2713        12.1885
          9742.7485         -1.1956         3.8530        11.9457
          9745.7564         -0.5359         3.0070        10.6762
          9748.7644         -0.5987         2.4030        10.8866
          9751.7723         -0.2722         3.4096        12.8139
          9754.7803         -1.3658         3.0247        12.8186
          9757.7882         -0.7633         3.0780        11.8792
          9760.7962         -1.7943         3.7461        11.7403
          9763.8041         -1.1445         4.2351        10.4002
          9766.8121         -1.1439         3.6588        11.7784
          9769.8200         -0.1595         3.2871        12.7081
          9772.8280         -0.5802         2.9108        12.6966
          9775.8359         -1.5455         2.8872        11.7439
          9778.8439         -2.0852         3.7584        11.9932
          9781.8518         -0.7576         3.4953        12.0347
          9784.8598          0.6398         4.4682        11.3627
          9787.8678         -0.3499         2.6658        11.4904
          9790.8757         -3.0495         3.2671        11.5914
          9793.8837         -1.9538         3.5930        11.5894
          9796.8916         -1.6191         2.6960        11.3823
          9799.8996         -0.7306         3.8216        10.5849
          9802.9075          0.2185         3.7777        11.8191
          9805.9155         -1.0099         3.9295        11.9074
          9808.9234         -1.5447         2.9171        11.5365
          9811.9314         -1.3983         3.4663        11.4397
          9814.9393         -0.7186         4.0126        11.5740
          9817.9473         -0.7631         3.0832        12.7331
          9820.9552         -1.0611         3.5459        10.8978
          9823.9632         -0.7091         5.3372        12.5562
          9826.9711         -2.1005         2.7920        11.2961
          9829.9791         -1.7235         3.1945        12.7493
          9832.9870         -1.5906         4.4271        12.5659
          9835.9950         -1.5022         3.7673        11.8521
          9839.0029         -0.9486         3.4560        10.8555
          9842.0109         -1.6480         4.2681        10.7228
          9845.0188         -2.1353         5.2606        11.4731
          9848.0268         -1.8433         3.8692        11.5298
          9851.0347         -1.3167         4.9283        11.7778
          9854.0427         -2.9628         5.1648        11.3261
          9857.0506         -0.7724         4.7018        10.9922
          9860.0586         -0.8254         4.1399        11.8307
          9863.0665         -1.7642         5.1177        11.0870
          9866.0745         -0.9926         2.3946        10.6239
          9869.0824         -2.1289         4.2669        11.5824
          9872.0904         -2.5430         5.4849        11.9020
          9875.0983         -2.4078         5.6182        12.0704
          9878.1063         -2.5519         3.5521        11.3799
          9881.1142         -2.0693         4.5074        11.6681
          9884.1222         -0.7328         4.4193        12.0174
          9887.1301         -2.0543         2.9506        10.8521
          9890.1381         -1.1596         4.4275        11.2193
          9893.1460         -0.7569         4.4301        12.8136
          9896.1540         -1.9303         3.1841        13.0491
          9899.1619         -2.6970         2.6772        11.2640
          9902.1699         -1.5761         3.3617        13.2959
          9905.1778         -4.0452         5.0302        13.8966
          9908.1858         -3.1665         4.1782        12.3947
          9911.1937         -2.5826         3.6669        12.6354
          9914.2017         -2.4432         5.5664        12.4334
          9917.2096         -2.7633         5.0641        10.1608
          9920.2176         -3.0641         4.6635         8.9586
          9923.2255         -2.8938         4.9708        10.6190
          9926.2335         -2.8765         5.7431        12.9362
          9929.2414         -2.0868         4.9040        13.9842
          9932.2494         -3.5679         3.2348        13.7756
          9935.2573         -2.5750         3.8141        11.2981
          9938.2653         -1.3059         3.5631        11.7949
          9941.2732         -1.5303         3.3275        12.1679
          9944.2812         -1.5306         5.1539        12.7895
          9947.2891          0.0534         4.3018        10.7686
          9950.2971         -2.0808         3.7721         9.4241
          9953.3050         -1.6241         4.4286        10.5327
          9956.3130         -1.0755         5.1423        11.7842
          9959.3209         -3.0534         4.0888        12.6439
          9962.3289         -3.5603         3.0283        12.5733
          9965.3368         -2.9017         3.9060        13.0241
          9968.3448         -3.4014         4.6181        14.0007
          9971.3527         -2.6886         2.9904        12.5384
          9974.3607         -2.4398         2.7699        12.4389
          9977.3686         -2.7778         4.2649        13.4941
