Time                      Vx(km/s)         Vy(km/s)       Vz(km/s)       Density(cm^-3)Temp(eV)
          7291.2693       -270.6816       118.3911       -19.3225        16.9498        91.4222
          7294.2773       -269.7048       116.9995       -16.5320        17.7724        88.6655
          7297.2852       -270.9609       110.0180       -15.9138        17.2524        89.8294
          7300.2932       -276.2791       113.5950       -20.2939        16.7761        90.7500
          7303.3011       -276.7001       114.1233       -20.4160        16.6533        91.0131
          7306.3091       -271.2121       112.4946       -19.6450        16.5869        91.2884
          7309.3170       -264.9861       112.9670       -20.7091        16.8704        91.1520
          7312.3250       -268.3675       107.4866       -18.9786        17.2968        93.0002
          7315.3329       -271.9921       107.3463       -19.6782        17.1590        90.4133
          7318.3409       -274.3796       111.1848       -22.5026        17.1174        88.9888
          7321.3488       -272.4088       107.0811       -22.7908        17.1335        87.2540
          7324.3568       -272.7625       105.9564       -21.1491        17.0411        91.2487
          7327.3647       -274.1599       110.1000       -21.5047        16.9904        94.1737
          7330.3727       -265.9394       110.1328       -17.7151        16.9541        89.6382
          7333.3806       -270.3858       105.6146       -18.1235        17.2590        87.8866
          7336.3886       -272.5890       111.5247       -22.2162        17.1821        86.7617
          7339.3965       -267.2049       110.5671       -19.2608        16.5354        87.6989
          7342.4045       -269.0329       109.3543       -18.2173        16.8250        87.3478
          7345.4124       -273.4330       108.6136       -17.8317        17.2552        89.5545
          7348.4204       -276.2945       115.0722       -22.8126        16.6173        92.6481
          7351.4283       -270.9025       116.5382       -22.1251        15.8947        93.2644
          7354.4363       -274.4994       108.2921       -19.0886        16.6113        90.6335
          7357.4442       -277.3300       109.3444       -20.0083        17.1460        90.1778
          7360.4522       -278.1020       112.7393       -21.2837        17.4308        90.9948
          7363.4601       -277.3667       112.2179       -20.3628        17.0516        90.1118
          7366.4681       -270.4071       110.8580       -17.4849        17.1219        89.6563
          7369.4760       -269.0861       106.9880       -17.7911        16.9062        92.4988
          7372.4840       -271.9464       108.3600       -20.8793        16.7722        96.0544
          7375.4919       -274.9193       115.5863       -19.4605        17.3031        95.2852
          7378.4999       -276.5612       119.3796       -15.3304        16.9950        91.7679
          7381.5078       -276.1928       118.4802       -15.5487        16.6862        90.3271
          7384.5158       -276.6587       116.0125       -15.6195        16.7155        92.0730
          7387.5237       -275.3992       112.9679       -13.6339        17.1818        94.4358
          7390.5317       -274.8395       113.4831       -13.2129        17.1292        96.0128
          7393.5396       -272.3414       110.1516       -15.8758        17.1794        91.7931
          7396.5476       -275.1299       110.6470       -16.6703        16.6434        90.5750
          7399.5555       -275.1294       106.1132       -16.1258        17.2633        91.4203
          7402.5635       -274.7781       109.9865       -16.3486        17.3076        97.8681
          7405.5714       -272.3652       113.8721       -13.0977        18.1242        96.9765
          7408.5794       -269.5575       108.6422       -13.3639        17.9452        93.4293
          7411.5873       -273.9443       107.5140       -15.2549        17.3563        90.9393
          7414.5953       -278.4893       107.6548       -15.9477        16.7285        90.1741
          7417.6032       -277.2697       112.2204       -17.2649        16.7366        91.4796
          7420.6112       -274.5337       115.0023       -16.3816        16.6256        94.5925
          7423.6191       -275.7815       114.0625       -16.0333        17.0614        94.9848
          7426.6271       -276.7872       115.6330       -16.0194        17.0719        94.9079
          7429.6350       -274.2884       115.5567       -16.3371        16.9904        94.9603
          7432.6430       -271.0638       109.7881       -16.6770        17.1974        91.3481
          7435.6509       -275.8405       105.7221       -14.8064        17.2125        93.1457
          7438.6589       -279.9602       112.4881       -18.8934        16.6323        96.1801
          7441.6668       -276.7297       119.3554       -20.5925        16.7194        92.9195
          7444.6748       -276.8492       116.4407       -17.4878        16.9275        91.0900
          7447.6827       -279.8449       116.6512       -17.1952        17.3517        92.5677
          7450.6907       -274.3001       116.1030       -16.6418        17.2982        93.9942
          7453.6986       -273.3738       110.8372       -13.7949        16.9845        94.8947
          7456.7066       -274.2029       112.1406       -16.5175        16.8083        95.4900
          7459.7145       -272.7391       115.6172       -16.5972        16.3267        95.2794
          7462.7225       -275.7790       116.3881       -15.6734        16.2396        95.0237
          7465.7304       -274.7130       115.0500       -13.3947        16.6907        94.2898
          7468.7384       -272.8978       114.4687       -13.7740        17.3276        92.9628
          7471.7463       -272.8691       112.9178       -14.7003        17.0677        91.8011
          7474.7543       -275.0007       111.6591       -16.2787        16.8775        91.8114
          7477.7622       -274.5556       113.3930       -16.5333        17.2128        96.3275
          7480.7702       -275.3081       111.5696       -16.7658        18.0948        98.7485
          7483.7781       -275.3944       112.0258       -16.9253        18.2449        94.2155
          7486.7861       -273.1314       119.7963       -19.3042        17.4493        91.0684
          7489.7940       -273.7857       113.1046       -17.8914        17.2017        91.5361
          7492.8020       -276.4917       112.7032       -18.3438        16.9222        93.5680
          7495.8099       -276.5731       115.9918       -20.6070        17.0223        94.9019
          7498.8179       -272.1010       114.4913       -17.2444        16.8054        96.2177
          7501.8258       -273.8654       112.3914       -15.1445        17.3754        96.3150
          7504.8338       -277.3605       115.3523       -18.9004        17.7473        96.5825
          7507.8417       -270.1660       116.5629       -19.0775        17.5661        94.9582
          7510.8497       -275.1580       111.5351       -18.5252        17.6395        91.9417
          7513.8576       -277.2924       117.0892       -23.9227        17.0894        92.6963
          7516.8656       -270.4418       116.5666       -20.9084        16.7134        93.1939
          7519.8735       -267.7447       113.8613       -16.8163        16.5586        95.2692
          7522.8815       -269.8873       118.6703       -16.7072        16.4864        98.9069
          7525.8894       -269.4624       120.6292       -17.7609        16.9408        94.2925
          7528.8974       -267.5976       115.8927       -14.5440        16.8502        90.9494
          7531.9053       -271.3014       115.8834       -16.9773        16.9922        91.1065
          7534.9133       -267.9089       116.6061       -18.3011        16.7435        89.2781
          7537.9212       -267.0294       113.9999       -17.3678        16.6813        91.1367
          7540.9292       -268.3884       115.8519       -17.0179        16.1270        97.4305
          7543.9371       -269.1443       116.9983       -15.3306        16.7207        96.7098
          7546.9451       -267.7511       114.7553       -15.0672        17.3895        93.2593
          7549.9530       -265.8884       112.0450       -14.6483        17.1940        91.4338
          7552.9610       -265.8542       112.2713       -17.0305        17.2303        88.7251
          7555.9689       -263.6668       116.1247       -17.6087        16.9660        88.8707
          7558.9769       -260.5973       115.1092       -13.5722        16.5568        91.5849
          7561.9848       -259.9940       113.2681       -14.1409        16.4942        93.0737
          7564.9928       -259.9964       112.2983       -15.7419        16.5617        89.9843
          7568.0007       -265.0849       113.2110       -13.3372        16.3830        88.0611
          7571.0087       -268.0749       116.8289       -11.6336        15.9203        88.8006
          7574.0166       -269.5481       120.9095       -12.9692        14.7834        90.4916
          7577.0246       -278.3620       124.1279       -13.1452        13.3177        93.5629
          7580.0325       -281.2240       124.3632       -13.1808        12.9581        96.1093
          7583.0405       -278.7105       124.5810       -14.3856        14.1125        92.1529
          7586.0484       -275.9797       123.1938       -16.2075        14.5812        92.7519
          7589.0564       -274.9833       123.0347       -16.7933        14.3046        95.1667
          7592.0643       -277.2070       124.0226       -18.7109        14.2888        96.4680
          7595.0723       -276.8505       121.6110       -19.4926        14.2133        94.6554
          7598.0802       -277.3238       120.1572       -18.3644        14.0895        93.6276
          7601.0882       -276.9987       122.1281       -17.1953        14.2224        98.2532
          7604.0961       -276.9968       126.3396       -14.6967        14.3143       100.5783
          7607.1041       -281.2781       127.1874       -15.2285        14.0461        97.9725
          7610.1120       -283.1214       124.4944       -17.9004        14.0153        95.9079
          7613.1200       -284.0270       123.6669       -17.1366        14.1346        93.2281
          7616.1279       -278.3479       127.6380       -17.4598        13.3085        95.2867
          7619.1359       -278.5408       127.2755       -18.0980        13.5827        96.9592
          7622.1438       -278.8599       125.8478       -16.3471        13.7492        95.7132
          7625.1518       -277.4996       122.5118       -18.0997        13.2183        94.2463
          7628.1597       -273.2090       125.0785       -19.3196        13.0319        95.6579
          7631.1677       -273.6538       124.4412       -19.3881        13.3236        96.1536
          7634.1756       -272.9781       125.3094       -18.9640        13.5680        95.6763
          7637.1836       -275.3805       123.1398       -17.5021        13.6062        93.7302
          7640.1915       -284.1850       125.8156       -15.0366        13.3138        96.1420
          7643.1995       -281.3320       124.7760       -17.3487        13.4253        94.1692
          7646.2074       -282.7426       120.8169       -17.7572        13.8279        92.3622
          7649.2154       -281.9930       124.8934       -16.8672        13.6342        94.5201
          7652.2233       -282.8541       125.8758       -17.7336        13.2494       100.4116
          7655.2313       -280.1591       120.0020       -19.5282        14.1395        93.7093
          7658.2392       -276.2799       119.6463       -20.6496        14.0367        91.8346
          7661.2472       -276.9955       122.1041       -20.5851        13.6135        94.7182
          7664.2551       -278.8630       121.9984       -21.7352        13.8405        95.8426
          7667.2631       -279.5364       120.6542       -22.5561        14.0160        95.8313
          7670.2710       -278.4715       118.5916       -19.8929        14.2958        95.1993
          7673.2790       -271.3440       118.8669       -20.8029        14.1395        98.8676
          7676.2869       -270.3740       120.9970       -22.4572        14.1990        99.5802
          7679.2949       -272.9192       123.6079       -21.6854        13.9713        96.2023
          7682.3028       -276.0653       121.4351       -21.4632        14.1315        95.9713
          7685.3108       -275.2812       119.6463       -21.2808        13.9471        99.7259
          7688.3187       -271.6772       120.5992       -20.8689        13.9618        98.4879
          7691.3267       -270.2660       123.1004       -22.9836        14.0744        95.4274
          7694.3346       -269.3602       123.2350       -24.5295        13.8821        96.2025
          7697.3426       -272.1080       122.4960       -21.9519        13.6145        96.0026
          7700.3505       -273.8070       126.7935       -20.5399        14.0772        98.0430
          7703.3585       -274.4746       124.8747       -19.6986        14.0074        97.2332
          7706.3664       -278.6263       124.9471       -16.3607        13.1652        97.9687
          7709.3744       -276.4305       122.4510       -16.2352        13.4201        97.6495
          7712.3823       -274.1967       121.4506       -17.0071        13.5492        97.0221
          7715.3902       -279.6965       121.2293       -15.9380        13.7964        96.9136
          7718.3982       -283.6980       125.5829       -16.5053        14.2843        98.7484
          7721.4062       -283.4463       128.9389       -19.4398        14.2986       102.7241
          7724.4141       -288.5459       125.8235       -17.0187        14.2140       101.6612
          7727.4221       -284.7302       126.0563       -19.7578        14.1290       100.1229
          7730.4300       -282.7653       123.6570       -21.2283        14.3920       101.7748
          7733.4380       -283.7967       122.3576       -20.2955        14.3087       102.4513
          7736.4459       -285.4348       122.1652       -17.7365        14.0469        99.2756
          7739.4538       -284.4263       124.9631       -14.9860        13.7201        97.9487
          7742.4618       -283.3019       124.4090       -17.2446        14.2122        96.7245
          7745.4697       -279.8868       123.1891       -20.6771        14.3294        96.7233
          7748.4777       -283.4368       124.4451       -18.6462        14.2546       100.6387
          7751.4856       -285.1530       124.2521       -16.2692        14.0080       101.3320
          7754.4936       -281.6273       126.9810       -15.6839        14.0744        98.3492
          7757.5015       -281.8246       121.9926       -17.2662        13.6590        95.7995
          7760.5095       -283.1226       127.0982       -15.4375        13.5904        96.8539
          7763.5174       -282.9714       127.7869       -13.9366        14.2399        99.1610
          7766.5254       -280.0342       123.4085       -12.6526        13.9968        99.3258
          7769.5333       -279.5952       121.5195       -12.1976        14.4308        95.4938
          7772.5413       -283.9905       122.5098        -9.4803        14.3070        94.8220
          7775.5492       -278.1386       123.5691       -13.5862        14.2902        94.7001
          7778.5572       -276.2090       120.7672       -17.1985        15.1824        94.5092
          7781.5651       -271.5296       111.6029       -23.1679        15.2894        94.2705
          7784.5731       -267.2353       110.6754       -26.0978        15.6859        90.4633
          7787.5810       -265.3099       115.8805       -22.4801        15.6405        88.5614
          7790.5890       -271.7360       116.4879       -16.3356        14.5669        93.4303
          7793.5969       -273.1399       119.6649       -14.0892        14.1356        99.6288
          7796.6049       -271.5238       118.0433       -13.1921        14.4252        97.9693
          7799.6128       -274.9828       114.6958       -13.0954        14.7235        92.5101
          7802.6208       -269.5873       119.5403       -13.4563        14.5955        91.8952
          7805.6287       -273.9718       115.3878       -15.2534        14.8588        90.8826
          7808.6367       -273.9618       116.0544       -15.7816        15.0617        89.8383
          7811.6446       -267.2790       118.1105       -12.7113        14.6417        91.0893
          7814.6526       -270.1147       118.3998       -14.7321        14.5749        91.8914
          7817.6605       -274.3229       118.7791       -17.0209        14.5396        92.2732
          7820.6685       -273.9514       120.8480       -16.1869        14.6756        92.8937
          7823.6764       -271.1796       119.3460       -12.4891        14.8162        92.6061
          7826.6844       -273.8484       119.6385       -13.6162        14.5494        93.8167
          7829.6923       -274.6029       120.5838       -13.7882        14.5343        93.1051
          7832.7003       -273.0394       122.3799       -15.4203        14.7924        91.5924
          7835.7082       -271.9220       117.6490       -13.5210        15.4873        88.1183
          7838.7162       -272.8367       116.6594       -15.4194        15.6993        85.4387
          7841.7241       -270.0599       117.3766       -15.7065        15.3926        85.3478
          7844.7321       -271.3952       117.1920       -16.0399        15.1628        85.9084
          7847.7400       -271.5014       119.7539       -16.1416        14.9432        87.8583
          7850.7480       -271.6921       120.7631       -14.3769        14.7186        91.2401
          7853.7559       -270.9102       120.2392       -13.1565        14.7169        94.5817
          7856.7639       -271.1704       120.8259       -14.0249        14.7449        93.7109
          7859.7718       -272.9371       120.8784       -18.4218        14.5892        91.0671
          7862.7798       -271.5250       119.0739       -16.1749        14.9215        89.2873
          7865.7877       -271.6513       116.8603       -15.6493        14.7813        91.0374
          7868.7957       -272.0013       119.8669       -17.3721        14.4871        93.3694
          7871.8036       -269.4793       118.1908       -14.6751        14.6571        92.2861
          7874.8116       -269.3484       117.7307       -13.3077        14.5242        92.7270
          7877.8195       -273.8777       120.5069       -15.3345        14.7770        91.6010
          7880.8275       -272.6104       118.1873       -15.0470        14.9701        89.4572
          7883.8354       -271.0683       120.0940       -15.8974        14.5392        90.8835
          7886.8434       -271.5588       118.3306       -13.3455        14.4378        93.8148
          7889.8513       -273.8387       118.4887       -16.0207        14.1115        94.7220
          7892.8593       -267.6823       120.2712       -16.0625        14.1237        90.6552
          7895.8672       -267.9237       116.4759       -11.1076        14.6001        89.3421
          7898.8752       -275.5210       120.8987       -14.9731        14.6518        89.7182
          7901.8831       -271.2799       121.3015       -14.5408        14.6207        86.6626
          7904.8911       -269.3112       116.7707       -13.5535        14.4032        86.5212
          7907.8990       -268.3216       114.0326       -12.0841        13.8814        91.2347
          7910.9070       -274.3208       116.2348       -13.9140        13.7373        95.6101
          7913.9149       -271.2952       117.9870       -13.8012        13.6569        94.4779
          7916.9229       -270.9711       117.7507       -15.6083        13.7761        91.0462
          7919.9308       -271.9727       116.3478       -11.2678        14.1622        91.2973
          7922.9388       -268.5666       116.6960       -10.5586        13.9776        91.4466
          7925.9467       -272.8736       119.6593       -15.4418        13.7950        92.5818
          7928.9547       -271.8016       118.0350       -16.0077        13.5586        91.2777
          7931.9626       -269.3865       114.4964       -13.9079        13.8331        89.5380
          7934.9706       -270.0124       113.0549       -12.0497        14.0650        91.0665
          7937.9785       -269.3389       119.2258       -16.7067        13.9468        91.2437
          7940.9865       -271.8766       118.7196       -17.6702        13.7646        89.6740
          7943.9944       -275.2697       120.3645       -18.8796        13.8471        90.0252
          7947.0024       -272.8572       118.8839       -16.9016        13.9860        91.4479
          7950.0103       -276.5154       118.8845       -19.4252        13.6785        91.6326
          7953.0183       -274.7461       119.8608       -16.3990        14.2790        90.2554
          7956.0262       -271.1336       117.5408       -14.0216        14.2430        90.5710
          7959.0342       -276.5612       109.9431       -10.8747        14.1266        92.0054
          7962.0421       -275.0062       114.9364       -15.3521        13.7440        92.5984
          7965.0501       -269.3476       119.9616       -15.1626        13.6191        91.6426
          7968.0580       -271.8650       117.0865       -12.0760        14.0223        92.4171
          7971.0660       -272.0850       118.8057       -14.6091        14.0101        94.1435
          7974.0739       -274.2995       113.2257       -12.6696        13.6352        93.6533
          7977.0819       -275.7385       116.2716       -12.9798        13.9300        92.2843
          7980.0898       -274.5139       117.6150       -13.7795        14.1622        92.4299
          7983.0978       -271.1179       117.7597       -14.7564        14.0181        94.5354
          7986.1057       -268.8713       112.5976       -12.0388        13.9884        92.0174
          7989.1137       -270.6553       114.7258       -11.8784        13.9209        89.3741
          7992.1216       -271.7289       114.5498       -12.4911        13.8461        89.0914
          7995.1296       -275.2071       110.9896       -15.0402        13.7516        89.4172
          7998.1375       -271.6602       113.2872       -15.8271        14.1300        90.0842
          8001.1455       -273.4322       113.5353       -12.4126        14.3042        91.3947
          8004.1534       -276.1059       116.6228       -15.7375        14.0916        88.2585
          8007.1614       -272.9569       116.3718       -17.6126        13.9149        86.3377
          8010.1693       -272.4042       113.8534       -14.6536        14.0856        89.6920
          8013.1773       -274.5923       116.8894       -16.9955        14.1849        91.5522
          8016.1852       -269.9911       115.1855       -14.9506        14.3623        89.1585
          8019.1932       -265.3241       111.4081       -13.0064        14.1297        87.4484
          8022.2011       -271.8816       112.1088       -15.6266        14.2185        87.0211
          8025.2091       -274.2129       115.3625       -17.7832        14.2566        90.4144
          8028.2170       -269.7712       113.1508       -14.7617        14.4081        88.7835
          8031.2250       -272.4662       110.3224       -15.7433        13.9426        88.8506
          8034.2329       -274.7648       119.6417       -18.9643        13.9559        90.5904
          8037.2409       -274.8792       121.0043       -18.7551        14.2126        88.7108
          8040.2488       -272.3644       115.1890       -16.7339        14.4049        86.1268
          8043.2568       -271.9285       116.5144       -13.8580        14.8043        86.2120
          8046.2647       -270.9004       114.3184       -11.1570        14.5011        89.1780
          8049.2727       -269.4635       111.7869       -11.8450        14.0632        90.2673
          8052.2806       -268.0232       112.4535       -10.9363        14.4311        90.2031
          8055.2886       -270.9303       114.1312       -15.3086        14.5144        88.1919
          8058.2965       -269.4863       110.3715       -11.9339        14.5329        87.8940
          8061.3045       -270.2342       113.3465       -12.5738        14.6830        87.6028
          8064.3124       -272.0001       109.8670       -12.0763        14.6354        87.1251
          8067.3204       -273.9116       110.7173       -14.9675        14.6477        88.2386
          8070.3283       -266.8082       113.6646       -13.0635        14.6396        87.3326
          8073.3363       -268.8903       116.4555       -13.8249        15.0446        87.2402
          8076.3442       -270.9483       115.6168       -17.3938        14.8928        84.1170
          8079.3522       -270.8092       112.8151       -15.7554        14.5245        86.7388
          8082.3601       -273.7938       112.0957       -16.7802        14.6598        90.7760
          8085.3681       -272.3771       111.1418       -13.6081        14.9739        89.8236
          8088.3760       -270.8441       112.1020       -12.6458        14.7896        89.1794
          8091.3840       -270.9128       113.3091       -13.9366        14.8347        87.2708
          8094.3919       -270.9527       113.9874       -12.9189        15.0848        87.0896
          8097.3999       -273.5642       110.9035       -14.1927        15.0411        88.5624
          8100.4078       -273.6919       113.8970       -17.3010        14.7788        88.4219
          8103.4158       -269.5258       112.0463       -14.7408        14.7393        86.9461
          8106.4237       -271.5616       113.7683       -13.1512        14.9854        86.7267
          8109.4317       -267.8770       112.3772        -7.0002        15.3583        87.0589
          8112.4396       -271.2182       111.3472       -12.2469        14.9068        86.6951
          8115.4476       -270.7683       112.2901       -13.5077        15.1047        85.4566
          8118.4555       -272.7792       110.7216       -11.0216        15.1789        87.6595
          8121.4635       -275.7609       112.9978       -15.2610        14.9320        88.0608
          8124.4714       -269.3307       115.6884       -15.5572        14.8823        86.6631
          8127.4794       -270.9189       109.6790       -11.6870        14.7683        87.1809
          8130.4873       -274.6246       110.9775       -12.7988        14.7599        89.5195
          8133.4953       -264.0718       115.0561       -12.9737        14.3920        88.5589
          8136.5032       -270.1348       112.8313       -12.5966        14.4000        89.5344
          8139.5112       -271.8398       113.9504       -14.3740        15.0372        88.7024
          8142.5191       -267.2814       113.7394       -11.9194        15.2055        86.1447
          8145.5271       -270.1562       112.6767       -12.2581        14.7987        84.7915
          8148.5350       -273.6653       115.8949       -16.0259        14.9379        84.4528
          8151.5430       -268.6640       116.7935       -15.5264        14.9571        86.1683
          8154.5509       -273.1731       112.7625       -14.2260        14.9337        87.9149
          8157.5589       -268.9106       115.0427       -16.9453        14.7326        85.1240
          8160.5668       -270.6689       113.9835       -15.2992        15.1145        84.8864
          8163.5748       -276.0397       114.0960       -16.9568        15.3824        85.0249
          8166.5827       -269.2191       111.5082       -13.6313        15.2488        85.0481
          8169.5907       -267.7936       112.3343       -11.5894        14.9855        86.4742
          8172.5986       -270.2614       112.6655       -13.0141        14.5088        87.5559
          8175.6066       -272.5718       113.8446       -16.1282        14.6553        87.5822
          8178.6145       -267.8840       113.4552       -14.4001        14.7145        86.8918
          8181.6225       -270.2163       112.4824       -16.5601        14.4112        86.5142
          8184.6304       -272.8348       114.4596       -17.7214        14.2853        86.9713
          8187.6384       -269.5987       113.8268       -15.8375        14.3528        87.0337
          8190.6463       -268.0190       116.1747       -13.9903        14.6179        87.0269
          8193.6543       -268.0420       118.3023       -18.3295        13.9028        88.7673
          8196.6622       -269.7568       114.6964       -18.3481        13.3862        89.0453
          8199.6702       -275.8621       113.8043       -17.2595        13.6932        88.9176
          8202.6781       -270.5654       117.3369       -16.9060        14.3409        88.0232
          8205.6861       -269.2810       113.1242       -14.2915        14.2475        87.0910
          8208.6940       -274.5083       109.8166       -13.8165        14.2136        87.8732
          8211.7020       -270.6729       114.7187       -15.7013        14.0839        88.3241
          8214.7099       -265.2506       118.2677       -12.3351        14.5882        85.6563
          8217.7179       -274.5726       115.6783       -14.5619        14.6442        84.3284
          8220.7258       -275.5534       117.4980       -19.2273        14.0996        86.5686
          8223.7338       -267.4718       113.9429       -13.8440        14.2682        86.3190
          8226.7417       -272.6858       112.6076       -15.2900        14.5633        88.2796
          8229.7497       -271.8665       114.5373       -20.0072        14.5669        84.4461
          8232.7576       -268.1322       111.4263       -17.9752        14.1559        84.4536
          8235.7656       -269.3748       106.6255       -11.9502        14.2024        86.9430
          8238.7735       -271.4399       112.3622       -15.9334        14.3794        86.2904
          8241.7815       -270.7684       114.0565       -19.4260        14.4644        84.4709
          8244.7894       -268.6126       113.1225       -17.0016        14.1507        86.8586
          8247.7974       -271.5390       112.5735       -16.2306        14.1570        87.6212
          8250.8053       -273.4741       114.6077       -15.6768        13.9423        89.7953
          8253.8133       -274.1228       115.6921       -16.0155        13.9108        90.2470
          8256.8212       -273.5512       115.3362       -14.9658        14.5203        88.6741
          8259.8292       -271.7273       113.6484       -13.5021        15.2341        86.4213
          8262.8371       -268.5939       114.2631       -10.9824        15.5219        85.9011
          8265.8451       -266.7919       116.3966       -12.7081        15.4933        85.2260
          8268.8530       -268.8802       113.9501       -15.5308        14.5291        87.2144
          8271.8610       -274.8528       113.6632       -15.3396        14.7672        91.3037
          8274.8689       -268.0850       114.9844       -10.3956        15.3243        87.9545
          8277.8769       -266.6621       109.9970        -9.9255        15.1499        82.2273
          8280.8848       -267.4840       112.3927       -13.4617        14.5287        83.4609
          8283.8928       -269.3648       115.7141       -14.1619        14.8235        85.5247
          8286.9007       -272.1882       114.2432       -14.3794        15.1673        85.1032
          8289.9087       -270.2020       112.0855       -15.4590        15.1722        83.1169
          8292.9166       -268.6840       111.2828       -12.7865        15.2740        81.9438
          8295.9246       -267.0488       113.2361       -12.1614        15.0673        84.5592
          8298.9325       -267.4776       117.7789       -16.2132        14.9756        85.4040
          8301.9405       -269.3732       112.3634       -13.5923        15.1345        84.5306
          8304.9484       -270.0590       111.5620       -13.3456        14.9039        86.1249
          8307.9564       -272.5908       116.1641       -14.4538        15.7073        85.3722
          8310.9643       -268.2328       115.7840       -15.7282        15.6241        81.3834
          8313.9723       -268.7516       109.3071       -16.4709        14.7257        82.9182
          8316.9802       -273.5685       112.9910       -16.8195        14.8256        87.7797
          8319.9882       -269.4583       116.6288       -10.6483        15.8919        86.6818
          8322.9961       -261.9677       114.5068        -8.1215        15.5125        84.4962
          8326.0041       -271.8725       111.7425       -15.9815        14.9012        86.4591
          8329.0120       -269.4465       111.7443       -14.9490        15.0446        85.6906
          8332.0200       -267.4822       112.1022       -13.2511        15.0956        85.5402
          8335.0279       -271.2706       113.2633       -14.7667        15.0351        84.2110
          8338.0359       -273.4808       113.5987       -16.7789        14.9068        84.6892
          8341.0438       -269.7037       113.9153       -14.0009        15.2974        85.7652
          8344.0518       -267.8343       114.6911       -11.5436        15.7552        84.5184
          8347.0597       -268.2757       112.6808       -11.5582        15.1803        87.3292
          8350.0677       -266.7658       111.4547       -11.1330        15.1428        87.3773
          8353.0756       -269.8764       115.3735       -11.6687        15.8983        85.1881
          8356.0836       -268.5996       114.0787       -12.8675        15.4195        82.6448
          8359.0915       -277.1663       111.4708       -14.7799        15.1963        82.2087
          8362.0995       -275.0244       115.3900       -12.9448        15.5247        82.3899
          8365.1074       -268.9016       115.1396       -10.5176        15.4282        84.1086
          8368.1154       -272.9518       110.4024       -12.8602        15.0212        86.6549
          8371.1233       -266.8298       112.1149       -15.6852        14.4179        86.9190
          8374.1313       -266.3533       110.4139       -14.8283        14.2171        90.4254
          8377.1392       -268.7828       110.1702       -12.1906        14.8064        89.8142
          8380.1472       -270.8964       114.2363       -15.7603        15.3982        84.8348
          8383.1551       -271.9733       111.3593       -16.7859        15.0100        83.4128
          8386.1631       -266.4055       110.0200       -14.0502        14.7438        85.8352
          8389.1710       -269.6514       110.0148       -15.8471        14.3728        88.5395
          8392.1790       -269.4446       113.1105       -18.4613        14.1902        90.1778
          8395.1869       -264.6572       110.7663       -15.5493        14.6714        87.6520
          8398.1949       -266.4667       112.8679       -16.3914        14.5917        87.4887
          8401.2028       -269.1168       115.3614       -18.0622        14.3549        87.3732
          8404.2108       -267.1023       110.7316       -16.1651        14.6147        86.8067
          8407.2187       -268.8509       111.6056       -17.3429        14.5312        87.5578
          8410.2267       -268.9080       111.0358       -16.5931        14.4091        87.2696
          8413.2346       -269.2831       111.8792       -15.3568        14.8057        86.7334
          8416.2426       -265.4500       113.5984       -14.6425        14.5497        86.2114
          8419.2505       -263.8815       107.6417       -13.7818        14.7315        85.0500
          8422.2585       -266.5085       107.6292       -11.4503        14.8879        87.4275
          8425.2664       -265.7171       112.1482       -11.1928        14.9704        88.6792
          8428.2743       -270.8496       112.6826       -12.8192        15.6468        86.1338
          8431.2823       -270.4639       113.9750       -15.5189        15.3842        84.8163
          8434.2903       -269.6865       109.4541       -15.9727        15.0078        85.0289
          8437.2982       -273.1843       111.4526       -17.3373        15.0614        87.2151
          8440.3062       -268.7231       117.1961       -16.7125        14.9617        87.7424
          8443.3141       -269.0130       111.7304       -15.4544        15.2845        84.7427
          8446.3220       -269.6899       114.1967       -16.6223        15.4929        83.6155
          8449.3300       -267.2482       111.7254       -13.5907        15.3740        82.1375
          8452.3379       -269.2584       109.5718       -15.0432        14.8606        82.5467
          8455.3459       -268.0137       116.3446       -14.8754        15.1656        85.7290
          8458.3538       -267.1326       118.5080       -13.0578        15.6160        85.8837
          8461.3618       -271.7041       112.9045       -15.7280        15.1712        86.2429
          8464.3697       -265.6737       115.0818       -14.3290        14.8064        87.6307
          8467.3777       -266.5580       112.6871       -10.8978        15.2055        85.4603
          8470.3856       -266.5170       116.0386       -14.2820        14.8595        83.7653
          8473.3936       -267.9949       118.6003       -16.2939        15.2736        83.3695
          8476.4015       -269.4083       117.3559       -18.7120        15.4279        84.3156
          8479.4095       -266.4045       112.0970       -14.9936        15.4628        84.8035
          8482.4175       -267.7125       116.1064       -17.3205        15.5657        84.3576
          8485.4254       -269.3622       115.4769       -15.8703        15.5045        86.5391
          8488.4334       -268.8477       112.7256       -12.4868        15.4076        86.2824
          8491.4413       -270.7240       116.2420       -17.5029        15.2292        83.5967
          8494.4493       -266.7119       114.5577       -14.8735        15.2782        82.2255
          8497.4572       -276.3449       113.5620       -15.9744        15.6366        84.0844
          8500.4652       -278.4036       117.7274       -17.5566        15.2978        84.2591
          8503.4731       -273.9876       116.2375       -13.8025        15.1435        84.4034
          8506.4811       -275.0835       115.9270       -13.3977        15.9073        85.3538
          8509.4890       -273.2815       119.7958       -15.8630        15.7154        85.1178
          8512.4969       -274.8033       120.2110       -17.7806        15.1988        84.6625
          8515.5049       -273.7986       114.4030       -14.6429        15.1914        84.5820
          8518.5128       -271.8007       116.3902       -16.4354        15.7373        83.6980
          8521.5208       -267.4010       118.0480       -13.5171        15.8280        82.7805
