Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
2007-06-08/07:22:59          9.0815         1.3079        36.3444        37.4846       -41.1765        16.1218       -19.2826        48.2415         2.5553       260.0027
2007-06-08/07:23:02         10.4524        -0.8139        35.2783        36.8031       -69.9982        -1.4632       -27.3426        75.1632         2.8607       256.5204
2007-06-08/07:23:05         11.7570       -11.9163        35.0979        38.8856      -131.1633        87.4021       -33.7440       161.1880         2.9172       211.8626
2007-06-08/07:23:08         11.7273        -4.1394        38.0602        40.0405      -102.4649       134.0654        -2.1138       168.7514         5.0727        80.9168
2007-06-08/07:23:11         12.2443        -3.4128        39.2505        41.2574       -86.6395       171.8334         9.4739       192.6730         4.5357        53.0257
2007-06-08/07:23:14         12.9546        -5.0345        39.1528        41.5465       -91.2152       135.7830         6.6759       163.7125         5.3718        35.2716
2007-06-08/07:23:17         12.4807        -4.9096        38.7303        40.9867       -90.7049       124.3860         4.7626       154.0192         4.9986        33.4642
2007-06-08/07:23:20         12.0752        -4.2721        39.0012        41.0506       -90.7041       130.8798         3.0200       159.2667         5.4801        37.1090
2007-06-08/07:23:23         11.4652        -4.5694        38.5772        40.5034       -94.8873       134.4665         5.9022       164.6806         5.8700        37.1825
2007-06-08/07:23:26         11.6049        -3.9473        38.7112        40.6056       -99.4313       112.3442         6.1930       150.1538         5.6818        36.2008
2007-06-08/07:23:29         11.5548        -4.2178        38.8434        40.7445       -99.0510       131.0258         7.7286       164.4342         5.5515        37.1992
2007-06-08/07:23:32         11.1930        -4.2635        39.0485        40.8442      -101.4720       125.3450         9.6869       161.5604         5.2189        36.8275
2007-06-08/07:23:35         12.1315        -4.7378        38.9624        41.0815      -106.6906       129.6279        12.0599       168.3203         5.2188        35.7376
2007-06-08/07:23:38         12.4115        -5.0204        38.6873        40.9385      -106.9928       127.9522        11.5836       167.1927         5.0628        38.2642
2007-06-08/07:23:41         11.9767        -4.6251        38.8424        40.9092      -102.7305       121.1558         7.0033       159.0010         5.2996        36.8160
2007-06-08/07:23:44         12.0729        -4.6523        38.6786        40.7852      -101.2466       114.9803         5.4203       153.2995         5.2372        36.5663
2007-06-08/07:23:47         11.7597        -4.6222        38.5956        40.6113      -107.3844       121.1817        10.4911       162.2544         5.3253        37.6575
2007-06-08/07:23:50         11.8822        -4.4113        38.5828        40.6113      -107.0378       124.9331        10.9878       164.8821         5.4776        36.0359
2007-06-08/07:23:53         11.8703        -4.4269        38.7245        40.7442      -109.1225       127.8625        11.6233       168.4982         5.3044        38.7627
2007-06-08/07:23:56         11.6329        -4.0744        38.7826        40.6942      -110.4967       125.8233        10.0725       167.7572         5.2036        37.2562
2007-06-08/07:23:59         11.8302        -3.5425        38.9226        40.8347      -119.3709       125.3365        13.4240       173.6055         5.0069        39.2884
2007-06-08/07:24:02         11.5888        -3.1956        39.0278        40.8373      -116.8770       121.6648        14.5760       169.3370         5.4789        35.5352
2007-06-08/07:24:05         11.6228        -2.7592        38.9741        40.7637      -111.0795       127.7108        11.4283       169.6447         5.1219        37.3869
2007-06-08/07:24:08         11.8080        -2.6316        38.9084        40.7457      -106.6626       125.5948        11.2344       165.1581         5.3430        37.6852
2007-06-08/07:24:11         12.0311        -2.0562        39.0315        40.8954      -110.6587       118.3472        11.7049       162.4451         5.2211        35.2288
2007-06-08/07:24:14         11.7223        -0.7836        39.1686        40.8926      -118.9857       119.0269        16.7372       169.1305         4.9367        35.1055
2007-06-08/07:24:17         12.2740        -1.4514        38.9187        40.8341      -120.5173       133.5016        18.5774       180.8099         4.8481        37.0410
2007-06-08/07:24:20         12.8452        -1.6152        38.5858        40.6998      -122.9469       136.8231        23.2132       185.4059         5.2303        37.0877
2007-06-08/07:24:23         13.9564        -2.1817        38.1180        40.6513      -129.1011       137.2824        24.9303       190.0923         5.2563        36.9976
2007-06-08/07:24:26         14.0709        -2.5483        38.2528        40.8382      -126.9316       134.4396        23.6762       186.4033         5.1749        39.6780
2007-06-08/07:24:29         15.6042        -4.8673        37.1310        40.5696      -130.9082       151.6884        28.1706       202.3362         5.2417        45.6091
2007-06-08/07:24:32         17.0829        -6.5111        36.4943        40.8173      -123.6885       152.5776        24.2896       197.9109         4.9387        51.8298
2007-06-08/07:24:35         19.0388        -8.8911        34.2688        40.1980      -123.7101       163.0902        36.4245       207.9167         4.5599        64.9597
2007-06-08/07:24:38         16.9569        -9.9847        34.7233        39.9117      -126.3133       170.8352        38.4248       215.9078         5.0666        68.1192
2007-06-08/07:24:41         16.1841        -7.8751        35.7998        40.0695      -119.3491       161.1065        30.8160       202.8526         3.9294        79.2144
2007-06-08/07:24:44         15.1872        -7.4807        36.5819        40.3094      -110.9436       159.2119        23.3110       195.4490         4.4897        68.0541
2007-06-08/07:24:47         15.2144        -6.6520        37.5376        41.0463      -105.0160       147.2281        16.5096       181.5958         5.1196        56.0670
2007-06-08/07:24:50         15.2194        -7.9620        37.6963        41.4251      -106.8770       135.3480        15.2325       173.1294         5.1167        49.9890
2007-06-08/07:24:53         14.9772        -8.3684        37.9773        41.6728      -101.1097       135.4703        11.3514       169.4232         4.8965        44.9677
2007-06-08/07:24:56         14.4159       -10.6644        37.5022        41.5688       -90.9120       131.7896         6.1069       160.2211         5.1932        41.5540
2007-06-08/07:24:59         13.2070        -9.1156        38.4512        41.6655       -90.2280       111.7985        -0.6251       143.6676         5.3615        38.2008
2007-06-08/07:25:03         12.6963        -9.0316        38.9002        41.9045       -95.7181       123.3110         5.5252       156.1988         5.0288        36.5712
2007-06-08/07:25:06         11.9678        -9.1346        39.2244        42.0146       -94.2189       132.4914         7.2643       162.7389         4.9414        37.6544
2007-06-08/07:25:09         11.0710        -7.4411        39.7226        41.9026       -95.0218       120.2439         2.7535       153.2818         5.4351        37.9067
2007-06-08/07:25:12         10.9985        -6.8006        39.9850        42.0240      -102.9668       126.3120         9.3634       163.2316         5.2417        37.7703
2007-06-08/07:25:15          9.9997        -6.9969        39.9743        41.7959      -106.2543       125.5067        12.2961       164.9033         5.2778        39.1410
2007-06-08/07:25:18          9.5126        -9.1719        39.2673        41.4310      -103.4699       102.5031         4.0686       145.7033         4.9092        41.6258
2007-06-08/07:25:21         14.4426        -6.8301        37.3682        40.6401       -71.7412       111.7143       -14.4361       133.5488         4.0260        67.6426
2007-06-08/07:25:24         13.0334        -5.0935        36.8885        39.4535       -83.8369       128.4073       -20.4313       154.7078         4.7824        88.8909
2007-06-08/07:25:27         12.9777        -6.7275        35.8601        38.7250      -105.7438       116.7884       -48.2508       164.7708         3.9191       176.2655
2007-06-08/07:25:30         12.5942        -5.6565        36.7974        39.3021      -101.1442       121.2990       -50.5506       165.8281         3.5038       173.4832
2007-06-08/07:25:33         10.8386        -1.9933        38.6715        40.2111      -100.1317       121.8269       -24.0506       159.5199         4.7629       107.4283
2007-06-08/07:25:36         14.3621        -2.5647        39.1773        41.8056       -98.3438       167.1530         1.9251       193.9468         4.1523        66.5318
2007-06-08/07:25:39         13.7222         0.6035        39.4604        41.7827       -92.3047       148.1894         3.0874       174.6133         4.4985        43.6104
2007-06-08/07:25:42         13.3281        -2.4444        39.0683        41.3515       -94.5075       124.4672         7.5379       156.4627         4.5595        36.1414
2007-06-08/07:25:45         13.4678        -2.3883        39.2552        41.5699      -101.4651       113.5979         8.0080       152.5247         5.0383        36.5703
2007-06-08/07:25:48         13.5642        -3.1751        38.9659        41.3813      -107.6949       123.7866        12.8404       164.5788         5.1581        37.7368
2007-06-08/07:25:51         13.0853        -3.0502        38.8921        41.1476      -109.1861       118.8606        12.1308       161.8536         5.1868        39.1173
2007-06-08/07:25:54         13.4420        -3.5754        38.8000        41.2178      -110.8812       122.4460        13.6090       165.7495         5.2409        39.4428
2007-06-08/07:25:57         13.1376        -3.5254        38.9007        41.2103      -121.6438       125.8382        17.2093       175.8654         5.2587        40.1836
2007-06-08/07:26:00         13.3547        -3.5318        38.8580        41.2403      -128.4063       129.9092        19.9466       183.7456         5.0593        41.7524
2007-06-08/07:26:03         13.5823        -3.3297        38.8647        41.3041      -131.2010       147.4157        25.6266       199.0021         5.2185        42.3757
2007-06-08/07:26:06         13.5717        -3.5294        39.1053        41.5436      -123.8105       151.0137        22.9305       196.6214         4.9163        41.5213
2007-06-08/07:26:09         13.6313        -3.6157        39.0881        41.5543      -127.5651       159.4354        27.6703       206.0538         4.5429        41.8631
2007-06-08/07:26:12         13.0943        -3.7734        39.2412        41.5400      -122.0279       165.3213        24.7130       206.9606         4.8418        39.4725
2007-06-08/07:26:15         12.8694        -3.2095        39.3246        41.5011      -120.7959       160.7951        24.7445       202.6302         4.8066        40.5142
2007-06-08/07:26:18         11.4726        -2.5572        39.9582        41.6512      -121.4473       158.4198        26.8102       201.4077         4.8716        37.1901
2007-06-08/07:26:21         14.0074        -3.3273        39.7556        42.2822      -131.8033       173.7059        30.8542       220.2222         4.5544        39.0931
2007-06-08/07:26:24         13.4720        -4.4440        39.3026        41.7844      -122.0631       163.6547        26.0321       205.8153         4.3500        37.5793
2007-06-08/07:26:27         13.6661        -4.3041        39.1305        41.6712      -122.6547       157.4453        24.4825       201.0786         4.6716        38.8250
2007-06-08/07:26:30         13.3284        -4.5020        39.1633        41.6134      -120.0835       150.3945        20.7374       193.5681         5.0678        41.0120
2007-06-08/07:26:33         13.6010        -5.1675        39.2045        41.8173      -119.9437       151.4736        21.2260       194.3741         5.4310        41.7183
2007-06-08/07:26:36         13.6895        -5.9656        39.0101        41.7705      -118.3564       152.9848        20.0960       194.4645         5.2143        41.7338
2007-06-08/07:26:39         13.2602        -5.9345        39.3270        41.9245      -107.3262       140.8602        13.4753       177.6010         5.2901        41.5097
2007-06-08/07:26:42         11.8981        -5.2336        39.5476        41.6289      -102.1341       133.7528         8.4902       168.5030         5.5825        40.0988
2007-06-08/07:26:45         11.5167        -4.1667        40.1704        41.9959      -107.6501       144.1408        12.1742       180.3145         5.2451        41.3297
2007-06-08/07:26:48         12.8658        -7.1819        39.0155        41.7051      -105.6718       140.0229        14.0233       175.9818         5.1233        40.0772
2007-06-08/07:26:51         12.5846        -6.1497        38.9923        41.4317       -96.3433       111.2965         2.6742       147.2280         5.8039        39.1872
2007-06-08/07:26:54         12.3806        -4.4091        39.2992        41.4385      -102.2129       126.3073         8.4224       162.7020         5.5781        41.3160
2007-06-08/07:26:57         12.4374        -3.3596        39.4990        41.5469      -110.1040       132.1523        15.0911       172.6698         5.7350        41.8396
2007-06-08/07:27:00         11.8321        -1.7361        39.9029        41.6563      -109.9204       136.1985        16.1564       175.7656         5.5321        40.1356
2007-06-08/07:27:03         10.0653         0.0718        40.2426        41.4823      -137.4399       148.9275        28.7038       204.6779         5.2615        39.9352
2007-06-08/07:27:06         11.7637        -0.2354        40.1807        41.8680      -140.8884       169.5613        32.7834       222.8797         4.5937        42.8572
2007-06-08/07:27:09         12.5628        -1.2414        39.7568        41.7129      -135.0776       171.7493        31.8949       220.8191         4.2185        40.2497
2007-06-08/07:27:12         12.8352        -2.2951        39.4518        41.5506      -134.3481       160.8144        28.4213       211.4674         4.6239        40.1170
2007-06-08/07:27:15         12.4764        -2.3363        39.6215        41.6051      -130.9359       167.6409        27.2752       214.4566         5.0136        42.5560
2007-06-08/07:27:18         11.1410        -1.5904        39.8131        41.3731      -133.5149       167.5775        28.1626       216.1055         5.0381        43.1344
2007-06-08/07:27:21         11.6585        -1.6512        39.7169        41.4256      -131.8917       173.2905        28.5327       219.6341         4.9526        43.6765
2007-06-08/07:27:24         11.6805        -1.7975        39.8581        41.5733      -123.2669       166.2637        23.3468       208.2869         5.3383        41.2825
2007-06-08/07:27:27         11.4471        -2.7650        39.7979        41.5036      -127.8590       164.7782        25.7218       210.1461         5.1411        42.5132
2007-06-08/07:27:30         12.3429        -4.4542        39.4594        41.5840      -129.0149       161.3830        26.3828       208.2916         4.3080        44.6253
2007-06-08/07:27:33         11.8298        -4.0049        39.5649        41.4894      -108.8881       140.4661        14.6248       178.3290         5.0437        41.7791
2007-06-08/07:27:36         12.3992        -4.9238        39.4214        41.6177      -106.9966       136.1972        12.0481       173.6176         5.3522        42.2193
2007-06-08/07:27:39         10.9155        -3.5662        40.1414        41.7516      -102.6298       137.7450        11.7423       172.1757         5.0502        40.4271
2007-06-08/07:27:42         11.4357        -3.4295        40.1889        41.9248      -113.0275       146.2331        15.6289       185.4820         5.1702        40.2700
2007-06-08/07:27:45         11.8130        -2.5923        40.2097        41.9891      -118.2643       153.8367        17.9494       194.8701         4.7231        39.8268
2007-06-08/07:27:48         11.5433        -2.4863        40.1872        41.8861      -113.8181       155.3470        16.7058       193.3037         4.7643        41.3446
2007-06-08/07:27:51         11.4175        -1.6560        40.3334        41.9510      -112.8706       158.2366        15.7678       195.0057         5.0647        42.7991
2007-06-08/07:27:54         11.9463        -3.2130        40.1485        42.0112      -118.7952       155.4128        18.9020       196.5267         4.9315        43.0135
2007-06-08/07:27:57         12.1265        -3.6664        39.9061        41.8687      -112.3212       132.7018        12.6727       174.3170         5.2006        40.6584
2007-06-08/07:28:00         11.5734        -3.6682        39.8473        41.6559      -110.6792       144.6148        15.7446       182.7873         5.1269        42.1196
2007-06-08/07:28:03         11.4114        -3.0901        39.9611        41.6732      -118.7605       148.9288        18.9235       191.4209         5.0678        41.6913
2007-06-08/07:28:06         11.9388        -3.9943        39.5390        41.4948      -128.5986       143.7097        25.2201       194.4894         4.9957        40.5472
2007-06-08/07:28:09         11.4793        -3.3577        39.6707        41.4344      -130.8150       137.6406        22.2872       191.1916         5.3592        42.0945
2007-06-08/07:28:12         11.3199        -3.1560        39.6927        41.3958      -131.9361       140.9495        24.1380       194.5676         5.2422        43.9030
2007-06-08/07:28:15         12.3062        -3.1763        39.3878        41.3876      -134.9240       137.0543        24.1143       193.8294         5.1496        40.1867
2007-06-08/07:28:18         12.9094        -2.1570        38.8583        41.0033      -143.3305       137.2026        28.0659       200.3893         4.8158        43.3011
2007-06-08/07:28:21         13.5899        -1.9283        39.1346        41.4720      -137.6398       140.0144        27.3237       198.2305         4.6765        42.2807
2007-06-08/07:28:24         15.9669        -3.7410        38.3773        41.7344      -159.5529       166.7168        41.8455       234.5264         4.2353        46.9095
2007-06-08/07:28:27         16.2282        -4.6405        37.5122        41.1345      -152.9769       170.2094        40.5658       232.4194         4.2388        49.9612
2007-06-08/07:28:30         18.3877        -7.4081        36.2167        41.2872      -147.2156       173.6591        38.8888       230.9594         4.5120        53.0355
2007-06-08/07:28:33         18.0789        -8.3180        36.0733        41.1985      -133.8589       170.8666        35.5560       219.9496         4.4457        57.2185
2007-06-08/07:28:36         17.2442        -7.0834        36.6040        41.0779      -129.1322       179.3981        37.4988       224.1985         4.3049        60.2988
2007-06-08/07:28:39         19.8955        -8.6392        35.0089        41.1836      -112.8905       155.0959        29.1654       194.0351         4.1659        74.6944
2007-06-08/07:28:42         15.2068       -13.0388        36.2490        41.4156       -93.0918       152.0911        19.3228       179.3632         4.5606        83.8873
2007-06-08/07:28:45         13.9044        -7.6491        38.1488        41.3179       -95.7535       173.1043         2.9537       197.8448         3.7970        88.9745
2007-06-08/07:28:48         15.0993        -6.7310        38.3435        41.7555      -110.9919       162.9250        20.0734       198.1582         4.4100        46.0055
2007-06-08/07:28:51         14.6627        -6.5155        38.9219        42.0994      -113.3837       162.4997        21.1875       199.2760         4.5818        43.5417
2007-06-08/07:28:54         13.2088        -5.3994        39.3143        41.8239      -114.2908       164.8157        21.0543       201.6677         4.5102        41.0567
2007-06-08/07:28:57         13.3563        -5.3240        39.6967        42.2204      -115.1364       175.7294        22.0876       211.2465         4.4296        42.9745
2007-06-08/07:29:00         13.9728        -6.5419        39.5114        42.4168      -109.5569       165.3260        17.7842       199.1273         4.8793        41.1614
2007-06-08/07:29:03         13.3097        -6.5500        39.2019        41.9147      -109.5396       151.9994        15.7287       188.0163         4.6087        41.0122
2007-06-08/07:29:06         12.9537        -5.8272        39.4603        41.9389      -104.1740       147.5416        10.9503       180.9438         5.0905        41.2760
2007-06-08/07:29:09         12.1741        -4.3142        39.7984        41.8418      -107.4884       146.1924        12.4048       181.8786         5.3898        42.5894
2007-06-08/07:29:12         12.1144        -4.7915        39.8707        41.9451      -112.7076       155.4390        15.7641       192.6468         5.2661        42.1288
2007-06-08/07:29:15         11.2091        -4.6323        40.0780        41.8730      -118.9670       157.1783        19.5486       198.0916         5.0011        43.0482
2007-06-08/07:29:18         10.9120        -4.1920        40.1520        41.8190      -113.4727       149.8189        15.4605       188.5757         5.0663        43.3541
2007-06-08/07:29:21         10.6416        -3.9898        40.2249        41.7995      -121.5310       153.8873        19.7235       197.0789         5.0074        41.3035
2007-06-08/07:29:24         10.8752        -3.4883        40.4227        42.0052      -119.7508       153.0315        18.7480       195.2188         4.9975        42.4273
2007-06-08/07:29:27         11.0828        -3.4190        40.2916        41.9277      -116.2389       153.1034        17.1597       192.9938         4.6756        42.0287
2007-06-08/07:29:30         11.3998        -2.9724        40.1891        41.8802      -110.0676       151.8843        16.3843       188.2875         4.9664        41.3198
2007-06-08/07:29:33         11.7336        -2.2114        40.1483        41.8862      -107.3015       150.6607        13.4352       185.4528         4.8527        40.7531
2007-06-08/07:29:36         12.8186        -3.1954        39.9333        42.0618      -104.7189       147.2259        11.4194       181.0302         4.7577        40.4689
2007-06-08/07:29:39         13.5086        -4.4819        39.5660        42.0481      -105.0318       140.3236        11.8469       175.6779         4.4455        39.5749
2007-06-08/07:29:42         13.1799        -4.6757        39.2030        41.6227      -101.3998       130.5153         8.4120       165.4900         4.7102        39.4230
2007-06-08/07:29:45         13.3746        -4.3411        39.1977        41.6436      -104.1777       132.6281        10.4676       168.9757         5.3840        38.1294
2007-06-08/07:29:48         13.0608        -3.9321        39.1823        41.4885      -109.0696       142.0612        12.6822       179.5506         5.1096        41.5656
2007-06-08/07:29:51         12.7188        -3.9499        39.1515        41.3547      -104.7909       137.5621         9.5981       173.1952         5.2789        41.0370
2007-06-08/07:29:54         12.6694        -4.0330        39.1618        41.3573      -106.4941       138.5972        12.3394       175.2211         5.2490        41.5098
2007-06-08/07:29:57         12.7732        -3.8563        39.0825        41.2973      -112.2275       139.0683        14.9703       179.3296         4.9412        41.2196
2007-06-08/07:30:00         12.6412        -3.7059        38.9803        41.1460      -112.7960       138.5952        13.5028       179.2035         5.2491        40.0327
2007-06-08/07:30:03         13.2610        -4.5393        38.8162        41.2693      -110.8693       143.2503        14.6268       181.7322         5.4439        42.9010
2007-06-08/07:30:06         12.8074        -4.1691        39.1939        41.4436      -116.1581       141.5477        15.2765       183.7440         5.0780        40.7358
2007-06-08/07:30:09         12.5597        -3.6445        39.2574        41.3784      -112.0899       145.3201        15.7733       184.2033         4.8445        41.2944
2007-06-08/07:30:12         12.4727        -3.2131        39.6609        41.6998      -116.2718       144.2163        15.7859       185.9211         5.1794        40.9565
2007-06-08/07:30:15         12.3163        -2.7243        39.6195        41.5791      -121.7286       150.6159        18.9423       194.5811         4.5439        42.4060
2007-06-08/07:30:18         12.4226        -3.4900        39.5044        41.5584      -115.3762       153.1015        17.4807       192.5028         4.7912        42.8169
2007-06-08/07:30:21         13.5056        -5.0512        39.0790        41.6543      -108.5424       151.6134        12.3588       186.8711         4.9727        42.2443
2007-06-08/07:30:24         13.7273        -5.4315        38.9216        41.6272       -99.7061       139.8277         4.9242       171.8061         5.1437        41.7188
2007-06-08/07:30:27         14.3039        -6.5266        38.8083        41.8722       -94.5052       134.4945         4.4911       164.4390         5.1725        40.6614
2007-06-08/07:30:30         14.1349        -6.8236        38.5073        41.5833       -93.8632       127.3133         2.2382       158.1897         4.8187        42.1625
2007-06-08/07:30:33         13.5012        -6.0066        38.8367        41.5530       -90.9454       128.9176         1.0642       157.7718         5.1202        41.2233
2007-06-08/07:30:36         12.8996        -5.5088        39.3008        41.7289       -94.0832       123.8242         0.3354       155.5127         5.4273        39.8680
2007-06-08/07:30:39         13.0251        -6.4344        39.0729        41.6863      -101.5777       131.2854         5.1947       166.0749         5.1285        40.2259
2007-06-08/07:30:42         13.5998        -6.9662        38.9279        41.8194       -99.7405       128.4045         5.3253       162.6784         4.5972        40.7595
2007-06-08/07:30:45         12.8528        -5.9660        39.2206        41.7018      -100.9157       133.6145         6.6912       167.5756         4.7946        39.6074
2007-06-08/07:30:48         12.9049        -5.6825        39.3538        41.8037       -96.8860       133.4575         4.9917       164.9931         4.9552        40.5542
2007-06-08/07:30:51         13.0188        -5.6694        39.5575        42.0289       -93.3192       135.1592         4.3292       164.3022         4.9917        40.4673
2007-06-08/07:30:54         12.2603        -4.8875        39.5231        41.6687       -87.0393       135.5743         3.0490       161.1382         4.8833        40.2681
2007-06-08/07:30:57         12.1483        -4.8871        39.5860        41.6955       -89.9455       131.8807         3.1707       159.6646         5.4572        40.1931
2007-06-08/07:31:00         11.4961        -3.7235        39.9051        41.6946       -94.0097       141.0525         6.3760       169.6299         5.1402        41.6565
2007-06-08/07:31:03         11.3101        -3.2836        39.9277        41.6283       -96.8579       129.7086         3.8559       161.9278         5.3253        38.0150
2007-06-08/07:31:06         11.4247        -3.6581        39.7741        41.5437       -98.6725       136.0627         5.2044       168.1559         5.3312        39.3311
2007-06-08/07:31:09         12.3216        -4.7808        39.3719        41.5310       -95.8039       137.6933         3.4191       167.7782         5.5129        41.0668
2007-06-08/07:31:12         11.9804        -4.6118        39.2181        41.2657       -95.6771       122.2438         2.4974       155.2543         5.6582        38.4790
2007-06-08/07:31:15         11.9272        -5.4602        39.1529        41.2919      -102.3410       122.2372         5.2807       159.5102         5.3964        40.0858
2007-06-08/07:31:18         11.1213        -4.1855        39.3391        41.0946       -97.3014       128.1648         4.8158       160.9874         5.7482        39.2044
2007-06-08/07:31:21         10.7655        -4.5137        39.2115        40.9123       -98.1071       125.5348         3.5171       159.3623         5.6690        40.7607
2007-06-08/07:31:24         10.7380        -5.0270        39.3915        41.1371      -106.7666       119.3056         7.0686       160.2588         5.5933        39.6501
2007-06-08/07:31:27         10.1845        -5.1181        39.5393        41.1494      -120.4355       116.6782        12.4226       168.1453         5.3434        41.1169
2007-06-08/07:31:30          9.5434        -4.8141        38.9422        40.3825      -134.4798       109.7352        20.1260       174.7331         5.4916        41.8405
2007-06-08/07:31:33         14.8218        -0.7868        35.7392        38.6987      -174.3746        93.7833         8.3737       198.1715         3.3348       125.9005
2007-06-08/07:31:36         11.5367        -0.5652        35.1633        37.0118       -91.9847       124.2626       -52.3266       163.2190         5.0589       155.7817
2007-06-08/07:31:39         12.8725        -0.7774        33.7583        36.1376       -92.1892       116.4036       -77.4170       167.4575         3.9862       226.0247
2007-06-08/07:31:42         13.7360        -0.3994        34.8610        37.4717       -83.7520        88.7026       -49.9442       131.8217         4.6885       207.7547
2007-06-08/07:31:45         13.7691         9.4770        34.2908        38.1479       -67.2740        74.3330       -10.3106       100.7843         3.5361       204.4426
2007-06-08/07:31:48         11.8637        -1.7109        34.9034        36.9042       -74.7692        72.2122        -4.4731       104.0435         3.7220       211.1762
2007-06-08/07:31:51          9.1101        -0.8455        38.0573        39.1416       -69.4638       118.4658        -2.8545       137.3591         3.7618       171.8910
2007-06-08/07:31:55          8.7450         0.6084        37.9632        38.9621       -59.8990       116.8617       -18.5619       132.6239         2.8311       186.8978
2007-06-08/07:31:58          9.2812        -0.8508        37.4929        38.6340       -85.1921       112.1001       -42.5878       147.0981         3.2521       205.5498
2007-06-08/07:32:01          9.0094         2.3208        35.7478        36.9386       -70.6111       115.3287       -63.9540       149.5886         4.1664       238.5681
2007-06-08/07:32:04          7.0533         4.1089        35.1726        36.1074       -73.7938       101.3740       -76.4067       146.8340         3.9769       281.2731
2007-06-08/07:32:07          7.6402         4.3485        36.4046        37.4510       -86.0572       114.8924       -55.8735       154.0388         3.5623       282.4352
2007-06-08/07:32:10          7.7514         5.1980        36.2694        37.4510       -73.6006       102.6967       -20.9004       128.0644         3.3670       275.6258
2007-06-08/07:32:13          8.3480         4.8276        37.1079        38.3405       -74.4326       102.8101         1.0074       126.9297         3.0313       255.6599
2007-06-08/07:32:16          8.7623         6.7052        35.0441        36.7400       -57.9853       101.5568       -25.4456       119.6811         3.0622       280.0421
2007-06-08/07:32:19          8.0439         5.8613        35.2729        36.6502       -85.1059        95.1782       -65.0896       143.3128         3.7695       289.1689
2007-06-08/07:32:22          8.0525         5.7768        35.0831        36.4560       -74.3275        88.0639       -57.1103       128.6134         3.7785       279.3435
2007-06-08/07:32:25          8.3710         3.7540        36.1201        37.2669       -81.2255        72.6807       -55.7593       122.4303         3.5253       306.2250
2007-06-08/07:32:28          9.1240         2.9805        35.1081        36.3966       -67.1339        76.0636       -35.8418       107.5977         3.5157       269.1021
2007-06-08/07:32:31          9.5105         0.4353        35.3454        36.6051       -84.1527        68.2828       -48.4733       118.7177         3.7990       279.6453
2007-06-08/07:32:34         12.1765        -3.5713        36.4272        38.5741       -83.7751       102.4294       -27.5665       135.1664         3.2126       261.9645
2007-06-08/07:32:37         13.7709        -6.7640        34.4416        37.7043       -88.1003       118.3041       -29.5571       150.4366         3.2654       245.8236
2007-06-08/07:32:40         16.9020       -10.4704        34.7543        40.0396       -99.2223       107.0226        -6.3196       146.0782         3.6652       155.8315
2007-06-08/07:32:43         17.0324        -9.0867        35.5482        40.4518       -94.8914       100.9937        11.9931       139.0969         3.5444        90.7494
2007-06-08/07:32:46         16.1239        -9.3250        35.3006        39.9133       -95.0006        84.8712        -7.8370       127.6309         4.1007        91.6832
2007-06-08/07:32:49         15.4087        -7.7071        35.4479        39.4130       -61.7305        86.0733       -20.4262       107.8726         3.5511       120.0027
2007-06-08/07:32:52         16.5696       -11.4403        33.8830        39.4144       -79.1829        91.3509         1.6339       120.9032         3.8630       128.9829
2007-06-08/07:32:55         13.8799       -13.5350        35.5632        40.5042       -99.2239       111.8069       -32.7149       153.0242         3.3774       156.0624
2007-06-08/07:32:58         13.5419        -9.1244        37.8519        41.2238       -79.9857       156.7146        18.5969       176.9266         3.3322        56.4073
2007-06-08/07:33:01         13.2640        -6.5318        39.1813        41.8780       -95.3934       135.0030         9.7696       165.5933         4.3519        41.0481
2007-06-08/07:33:04         13.0744        -5.7255        39.0158        41.5446      -100.7236       143.3783        14.4267       175.8145         4.1648        40.4525
2007-06-08/07:33:07         13.0196        -4.2953        39.3294        41.6504      -100.7584       142.1496        13.4390       174.7552         4.5565        39.2150
2007-06-08/07:33:10         14.0560        -6.5034        38.9382        41.9052      -103.8857       148.0949        14.9505       181.5154         4.6628        38.3030
2007-06-08/07:33:13         13.5808        -8.0890        38.4062        41.5321      -100.6193       125.3471         8.4150       160.9563         4.7350        37.4568
2007-06-08/07:33:16         13.3582        -7.7162        38.2853        41.2765       -97.2371       111.7105         3.2791       148.1386         5.0558        38.0528
2007-06-08/07:33:19         12.8702        -6.2690        38.6726        41.2373      -102.6734       122.4415         6.2191       159.9138         5.0386        37.6721
2007-06-08/07:33:22         12.3945        -6.3258        38.6745        41.1018      -100.0194       118.8639         5.5229       155.4445         5.4241        37.1021
2007-06-08/07:33:25         12.2269        -5.6576        38.9405        41.2052      -107.2512       127.0850         9.7053       166.5761         5.4769        38.6645
2007-06-08/07:33:28         10.8025        -5.0575        39.3220        41.0912      -134.6190       117.1248        18.9890       179.4466         4.9854        41.0919
2007-06-08/07:33:31         13.2765        -5.4163        37.4790        40.1282      -173.9834       111.0988        20.6971       207.4645         3.8056        69.5229
2007-06-08/07:33:34         15.7687        -3.7453        33.0013        36.7663      -142.6070        96.1592         1.1430       172.0020         3.5602       137.6379
2007-06-08/07:33:37         17.1867        -7.1985        32.3941        37.3709      -151.4245       133.8481       -24.3309       203.5601         3.7274       226.0746
