Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
2008-04-15/07:35:03          6.3990        -4.5101        13.7103        15.7880      -200.3756       129.1208         9.2079       238.5526         3.3071       184.2347
2008-04-15/07:35:06          2.7122        -5.6971        11.6692        13.2659      -177.3377       123.8765        21.4410       217.3793         2.8992       226.3939
2008-04-15/07:35:09          3.8445        -6.3088        12.6625        14.6601      -160.0401       142.9398        14.6761       215.0814         2.8700       263.8976
2008-04-15/07:35:12         -3.9182         4.7106        14.7836        16.0031      -109.0711        99.6930        -3.7897       147.8159         2.8700       231.7606
2008-04-15/07:35:15         -2.3938         4.7766        14.6283        15.5735      -111.8298        65.0734       -24.4441       131.6737         2.4912       224.6458
2008-04-15/07:35:18         -6.2826         0.4580        14.3516        15.6732      -131.3665        54.5509        -7.6742       142.4495         3.5693       213.7174
2008-04-15/07:35:21         -3.5538         1.1284        15.0705        15.5249      -151.4804        60.3096         2.1556       163.0589         3.4819       230.0654
2008-04-15/07:35:24         -1.4883         0.8814        15.5591        15.6549      -144.4374        65.9964        15.4378       159.5494         3.2488       233.7306
2008-04-15/07:35:27         -3.2350         1.8711        16.2746        16.6981      -141.5328        87.3047        16.1298       167.0743         3.2488       228.6017
2008-04-15/07:35:30         -5.9807         2.1548        14.6278        15.9494      -133.7415        83.0060        25.9076       159.5242         3.1323       228.4536
2008-04-15/07:35:33         -4.7580         4.0553        15.9991        17.1771      -130.1641        62.8289        25.3405       146.7389         2.8992       243.2039
2008-04-15/07:35:36         -4.8357         5.2513        15.2512        16.8392      -118.6666        65.2604        36.3998       140.2342         2.9866       234.6508
2008-04-15/07:35:39         -6.0413         6.0073        14.8373        17.1094      -105.8810        56.4445        27.3209       123.0577         2.5204       265.9343
2008-04-15/07:35:42         -5.3253         5.0164        15.4896        17.1304      -104.5529        35.0568        27.3978       113.6262         2.4038       281.4630
2008-04-15/07:35:45         -7.4405         6.9298        12.4555        16.0786       -85.5956        27.0827        28.2347        94.1131         2.9574       262.1521
2008-04-15/07:35:48         -6.0237         4.2330        15.3159        16.9936       -93.5550        23.3840        10.7843        97.0343         3.1323       234.4758
2008-04-15/07:35:51         -3.3619         3.4886        16.2665        16.9727       -88.9192        15.9359        29.1566        94.9246         3.4819       209.9876
2008-04-15/07:35:54         -5.8123         5.0752        14.6858        16.5895       -88.6737        22.9506        37.0396        98.8013         3.4528       199.6951
2008-04-15/07:35:57         -8.7462         7.1187        12.0895        16.5326       -86.6806        20.9910        54.5218       104.5312         3.4236       196.3872
2008-04-15/07:36:00        -10.8880         7.6854         9.7243        16.4977       -83.0754        18.4908        66.0247       107.7158         3.3654       199.2453
2008-04-15/07:36:03        -11.0229         7.5555         9.8236        16.5860       -71.7488        15.9160        68.4217       100.4128         3.3071       197.7026
2008-04-15/07:36:06         -9.6369         4.5735        11.9397        16.0107       -59.9819        20.9263        64.8840        90.8056         3.3362       199.3211
2008-04-15/07:36:09         -7.8534         4.6107        12.8744        15.7697       -53.8286        22.5745        48.8859        76.1377         3.2488       211.1057
2008-04-15/07:36:12         -7.3291         4.0453        13.5204        15.9022       -56.6377        21.1693        37.8054        71.3107         3.3362       206.5900
2008-04-15/07:36:15         -5.7254         3.5835        15.0405        16.4875       -58.9578        24.4761        35.6522        73.1176         3.2779       199.8079
2008-04-15/07:36:18         -4.7277         3.2793        15.3690        16.4107       -60.7814        30.8190        41.8995        79.9985         3.1905       197.5399
2008-04-15/07:36:21         -3.7499         4.1238        14.3329        15.3786       -60.3765        42.3117        32.7809        80.6858         2.9866       210.8717
2008-04-15/07:36:24          0.1720         4.0122        14.3080        14.8609       -54.7809        47.4745        19.6027        75.0936         3.3362       207.4922
2008-04-15/07:36:27          0.1363         2.8045        14.6602        14.9267       -20.2565        42.6061         2.9169        47.2664         3.5402       214.2845
2008-04-15/07:36:30         -0.8081         2.1392        15.0824        15.2548        -5.2464        40.8727       -16.7443        44.4801         3.3071       218.8453
2008-04-15/07:36:33         -3.0300         1.9173        15.2795        15.6946       -14.7148        32.6492       -24.6354        43.4672         3.0157       217.2932
2008-04-15/07:36:36         -3.1836         2.1557        15.6066        16.0732       -27.4554        25.8293       -19.4297        42.4083         2.9574       224.6294
2008-04-15/07:36:39         -2.4662         2.8491        15.3415        15.7975       -23.1500        25.7030       -16.7274        38.4236         2.8992       223.2738
2008-04-15/07:36:42         -1.9415         3.0210        15.2930        15.7090       -22.6264        28.3728       -11.1951        37.9776         2.8117       237.9003
2008-04-15/07:36:45         -1.2882         4.5142        14.9048        15.6266       -32.0544        49.3975         3.7647        59.0065         2.6369       251.1429
2008-04-15/07:36:48         -0.2690         4.8519        14.1118        14.9250       -16.4872        64.4727        25.4575        71.2505         2.9283       268.5399
2008-04-15/07:36:51          0.5223         5.8605        14.9865        16.1001       -27.5332        65.1669        27.5772        75.9296         2.4330       280.4946
2008-04-15/07:36:54          0.8957         6.0562        15.0751        16.2708       -10.4946        60.7369        17.6270        64.1078         2.2290       294.3049
2008-04-15/07:36:57          0.3553         5.1258        15.1788        16.0249        -0.1820        51.6978        15.2735        53.9071         2.3456       292.8408
2008-04-15/07:37:00          1.0668         4.7314        15.0418        15.8044         3.7667        47.8211        21.5014        52.5676         2.7243       280.9159
2008-04-15/07:37:03          0.8632         4.4723        14.7979        15.4830         2.8582        46.5357        29.1921        55.0084         2.9574       265.3648
2008-04-15/07:37:06          0.6896         4.6340        15.5336        16.2247       -13.8044        35.4036        37.0573        53.0774         2.9574       257.5389
2008-04-15/07:37:09          0.5286         5.0018        15.9648        16.7383       -24.9081        22.1714        32.4500        46.5294         2.6369       277.1465
2008-04-15/07:37:12          0.0952         4.1508        15.2418        15.7972       -26.7895        36.6817        46.1224        64.7341         2.7826       285.7499
2008-04-15/07:37:15          1.2250         2.6805        15.7983        16.0708       -29.1273        39.0616        50.0994        69.8868         2.8117       283.2646
2008-04-15/07:37:18          2.0045         2.3330        16.3195        16.6069       -29.4660        31.4143        38.4602        57.7433         2.6952       288.5385
2008-04-15/07:37:21          3.1326         2.3534        15.7123        16.1935       -27.9312        22.7571        34.7555        50.0597         2.8117       276.8298
2008-04-15/07:37:24          1.7070         3.7339        15.0772        15.6262       -27.8304        22.3126        39.8417        53.4766         3.1031       279.5132
2008-04-15/07:37:27          0.4698         3.0435        14.8806        15.1959       -24.6278        13.1548        45.5284        53.4079         3.2197       278.1578
2008-04-15/07:37:30          0.8238         4.0725        15.1008        15.6620       -23.7927        15.0531        51.3950        58.6015         3.2779       263.9727
2008-04-15/07:37:33         -0.3251         4.2468        13.6483        14.2974       -18.7037        15.0995        55.0196        60.0415         3.3071       267.9540
2008-04-15/07:37:36         -1.7047         3.2768        14.8062        15.2600       -25.8531         7.1097        55.6755        61.7956         3.1614       281.5526
2008-04-15/07:37:39         -3.4251         4.2617        14.7685        15.7481       -21.9894         0.0867        40.5457        46.1248         2.8117       280.7019
2008-04-15/07:37:42         -4.0415         4.2817        13.9990        15.1868       -13.8043        -9.7846        40.0585        43.4854         2.6661       285.8490
2008-04-15/07:37:45         -1.6784         4.4600        15.1646        15.8958       -18.6855       -13.4243        46.7571        52.1113         2.3164       313.9673
2008-04-15/07:37:48         -1.1705         4.4659        14.7926        15.4962       -23.3094        -3.2095        51.2688        56.4103         2.4038       309.8726
2008-04-15/07:37:51         -1.1218         3.4022        14.4111        14.8497       -23.6400         5.5619        54.9534        60.0804         2.3164       314.6973
2008-04-15/07:37:54         -0.2729         2.3184        14.6559        14.8407       -30.1200        13.6991        51.8919        61.5439         2.4912       303.6721
2008-04-15/07:37:57          0.5913         2.1463        14.5069        14.6767       -15.8871        22.1399        54.9784        61.3612         2.3747       304.2206
2008-04-15/07:38:00          0.6853         1.6964        14.8335        14.9459        -9.1282        28.1380        56.6237        63.8852         2.4912       291.6423
2008-04-15/07:38:03         -0.3341         1.4155        15.2366        15.3058       -13.0466        35.8622        54.6909        66.6889         2.4912       295.2125
2008-04-15/07:38:07         -0.8904         0.3008        15.1261        15.1553        -3.8713        36.9715        51.9475        63.8782         2.4621       289.7571
2008-04-15/07:38:10         -0.8871         0.2243        15.3010        15.3284        -8.7844        32.0073        48.5338        58.7977         2.5495       285.5931
2008-04-15/07:38:13         -1.1152         0.6257        15.3642        15.4173       -11.7279        33.3632        48.5285        60.0471         2.5786       292.1397
2008-04-15/07:38:16         -0.0990         0.5087        15.9732        15.9816       -25.5039        26.3023        44.0116        57.2651         2.4038       309.5698
2008-04-15/07:38:19         -0.0567        -0.6457        16.2518        16.2648       -23.8832        25.2005        42.5242        54.8980         2.3456       306.4551
2008-04-15/07:38:22         -0.2770         0.0180        16.6134        16.6157       -28.6503        18.9927        42.1485        54.3880         2.1416       306.1908
2008-04-15/07:38:25         -0.6004         0.6826        16.0941        16.1197       -25.9028        16.4494        48.4612        57.3588         2.2581       297.0145
2008-04-15/07:38:28          0.7056         0.1437        15.5702        15.5868       -29.1275         8.7916        54.2284        62.1806         2.4621       293.6503
2008-04-15/07:38:31          0.1564         1.7482        16.5292        16.6221       -32.3601        -6.9254        52.1079        61.7282         2.3164       300.9332
2008-04-15/07:38:34         -0.1103         2.1146        16.0142        16.1536       -27.7183       -11.5202        46.7847        55.5862         2.3456       308.3048
2008-04-15/07:38:37         -0.7084         2.3728        17.0143        17.1936       -33.0233       -12.1298        34.5884        49.3359         2.4621       297.2304
2008-04-15/07:38:40          0.9497         1.2758        17.6171        17.6888       -12.3316       -24.8822        18.7155        33.4883         1.9085       313.3877
2008-04-15/07:38:43          2.0004         0.6771        16.5348        16.6692        -4.9927       -45.4313         8.7158        46.5285         2.0542       311.5368
2008-04-15/07:38:46          0.6863         1.8107        17.0020        17.1119         2.1213       -44.4462       -12.2822        46.1608         1.9376       340.4504
2008-04-15/07:38:49         -2.7003         3.4243        17.2548        17.7973         2.0614       -39.8167        -6.1488        40.3414         1.3840       412.7225
2008-04-15/07:38:52         -3.8583         2.7069        16.6940        17.3465         0.4833       -23.4945         4.2489        23.8805         1.2675       450.6821
2008-04-15/07:38:55         -4.6737         3.9941        16.1795        17.3082         2.5105       -14.4980         6.0898        15.9242         1.4423       425.2362
2008-04-15/07:38:58         -5.1469         3.6902        15.9258        17.1388         0.2657       -10.8072         9.4699        14.3717         1.4714       401.4654
2008-04-15/07:39:01         -4.4457         3.0898        15.2950        16.2249         2.6911        -9.4786        13.9263        17.0595         1.7337       369.3770
2008-04-15/07:39:04         -5.4686         3.4848        15.5323        16.8316       -18.5861       -12.9106        11.9830        25.6070         1.6171       361.8368
2008-04-15/07:39:07         -4.9020         3.5892        15.1569        16.3292         6.6248        -7.1204         6.0918        11.4760         1.4714       353.0616
2008-04-15/07:39:10         -5.0413         3.6554        13.8799        15.2128        28.6401         1.9713         3.6973        28.9450         1.5297       351.9884
2008-04-15/07:39:13         -4.7588         3.1747        13.2008        14.3870        27.4682         3.8002        10.7389        29.7366         1.6171       334.2831
2008-04-15/07:39:16         -4.5094         2.6369        13.0036        14.0137        37.8511        15.7751        11.6922        42.6411         1.7919       321.0299
2008-04-15/07:39:19         -3.4009         3.1864        12.9331        13.7471        48.7272        18.8574         9.9106        53.1804         1.8502       317.5178
2008-04-15/07:39:22         -2.6643         2.2518        13.0928        13.5496        52.4859        24.0111         9.6677        58.5215         2.0542       304.5733
2008-04-15/07:39:25         -4.0180         2.3772        13.4661        14.2524        39.5571        28.2307         9.2221        49.4650         1.9959       311.7026
2008-04-15/07:39:28         -6.4349         2.3577        12.4073        14.1741        27.3155        37.6333         1.5596        46.5278         1.9959       311.1921
2008-04-15/07:39:31         -1.8269         4.9379        11.9183        13.0294        39.9796        50.2223        -0.4666        64.1940         2.3164       316.5285
2008-04-15/07:39:34          1.8310         4.4341        11.8592        12.7928        59.0602        60.6396        11.6909        85.4514         2.5204       311.0150
2008-04-15/07:39:37          3.6004         3.3193        12.5241        13.4475        60.9470        64.0949        22.8258        91.3439         2.4038       324.5684
2008-04-15/07:39:40          1.5058         3.4109        13.2756        13.7893        59.4240        63.9013        18.2349        89.1465         2.2290       353.6305
2008-04-15/07:39:43         -2.2110         2.5094        13.1600        13.5784        66.2335        64.5199         9.0430        92.9058         1.9085       408.2782
2008-04-15/07:39:46         -2.6471         3.0726        13.1750        13.7851        56.7804        68.9142         3.4410        89.3589         1.7628       422.0945
2008-04-15/07:39:49         -3.3235         3.5498        13.0451        13.9220        48.1738        67.5969        -6.0064        83.2234         1.4423       505.9030
2008-04-15/07:39:52         -2.6575         4.0860        12.3848        13.3094        36.3785        54.9777       -13.2648        67.2451         1.4132       548.5905
2008-04-15/07:39:55         -2.4352         4.8518        11.7994        12.9883         7.3695        56.8146       -18.0076        60.0540         1.3549       571.0379
2008-04-15/07:39:58         -2.0239         4.5023        11.0088        12.0648         5.0300        57.0815       -20.8150        60.9661         1.3257       638.6999
2008-04-15/07:40:01         -2.0372         4.3626         9.9616        11.0642         0.7877        54.3716       -21.4167        58.4429         1.2966       686.5332
2008-04-15/07:40:04         -1.9444         4.2442         9.4173        10.5109       -10.0849        45.5636       -30.8552        55.9446         1.2966       693.8123
2008-04-15/07:40:07         -1.7092         4.4014         8.7279         9.9232       -20.3781        44.5007       -28.8415        56.8104         1.2966       724.9051
2008-04-15/07:40:10         -2.1459         4.9583         8.3539         9.9487       -25.1305        33.3231       -39.0112        57.1300         1.2383       781.1109
2008-04-15/07:40:13         -2.6816         5.3465         8.2160        10.1626       -21.9100        35.3185       -35.6341        54.7470         1.1801       847.4338
2008-04-15/07:40:16         -2.9996         5.7571         8.1990        10.4578       -31.9256        30.9679       -32.5027        55.0879         1.1218       867.9926
2008-04-15/07:40:19         -3.2689         5.8620         7.9911        10.4359       -33.3968        25.6259       -27.7311        50.4088         1.1509       806.8623
2008-04-15/07:40:22         -3.2759         6.4692         8.1065        10.8764       -37.3306        16.8702       -26.1566        48.6039         1.1509       838.4904
2008-04-15/07:40:25         -3.5959         6.6125         8.2785        11.1888       -36.6713         9.2293       -20.3167        42.9271         1.1509       845.2645
2008-04-15/07:40:28         -3.5212         6.8845         8.0469        11.1601       -33.2236         2.7348       -19.2960        38.5178         1.1218       885.9074
2008-04-15/07:40:31         -3.5329         7.2502         7.4860        11.0040       -45.0051         7.9585       -18.4562        49.2892         1.1801       840.0099
2008-04-15/07:40:34         -3.6045         7.7325         7.1182        11.1109       -47.7749        11.2121       -15.6253        51.5005         1.2092       815.3230
2008-04-15/07:40:37         -3.4458         6.8636         7.5296        10.7553       -49.1107         9.0414       -15.1266        52.1769         1.1509       854.8644
2008-04-15/07:40:40         -3.2715         6.2924         8.2396        10.8714       -50.9932         2.3941        -5.2258        51.3162         1.1801       833.5534
2008-04-15/07:40:43         -3.1517         5.3410         9.3163        11.1917       -47.0697       -15.8409         6.8100        50.1285         1.1509       833.8182
2008-04-15/07:40:46         -1.9367         5.1843         9.6234        11.1012       -47.0231       -30.7281        14.3939        57.9876         1.2383       778.7524
2008-04-15/07:40:49         -2.7736         5.9216         9.4940        11.5280       -47.4631       -31.1402         7.4974        57.2597         1.2966       719.1039
2008-04-15/07:40:52         -3.5201         5.7359        10.0689        12.1109       -34.1254       -39.3541         7.7700        52.6655         1.2675       727.4019
2008-04-15/07:40:55         -4.5066         6.1408        10.6031        13.0555       -24.2669       -34.6889         1.8840        42.3764         1.4132       664.0193
2008-04-15/07:40:58         -4.9015         6.3258        11.2483        13.8045       -10.6675       -50.6237        14.4680        53.7204         1.3549       634.5637
2008-04-15/07:41:01         -6.0053         7.1386        10.5772        14.1032        -4.2160       -59.3154        21.7070        63.3031         1.4132       619.5530
2008-04-15/07:41:04         -7.0286         7.9320        10.3299        14.7995        -5.5280       -61.6261        24.4555        66.5312         1.2966       618.9347
2008-04-15/07:41:07         -7.6827         8.1249        10.0580        15.0400       -14.3893       -53.1181        27.5427        61.5401         1.5880       492.9384
2008-04-15/07:41:10         -8.9154         7.9308        10.6412        15.9880       -28.2942       -53.9900        26.6813        66.5385         1.7337       433.7705
2008-04-15/07:41:13         -9.0769         5.4948        13.1529        16.8992       -24.6168       -68.5273        46.1986        86.2339         1.7045       388.8691
2008-04-15/07:41:16         -9.7827         5.1536        13.9971        17.8376       -29.8334       -95.1340        51.9069       112.4048         1.7045       352.6282
2008-04-15/07:41:19         -9.5034         4.4923        14.2510        17.7083       -16.8314       -95.1048        54.4006       110.8496         1.6754       340.5532
2008-04-15/07:41:22         -9.3037         5.7392        12.8297        16.8552       -22.8175       -73.1945        36.6334        84.9711         2.1707       316.9023
2008-04-15/07:41:25         -8.8223         7.3431        10.2035        15.3580       -37.3152       -35.7925        45.0725        68.5935         2.4330       305.3713
2008-04-15/07:41:28         -8.6682         5.2728        11.8078        15.5681       -75.6736         5.2393         4.0540        75.9630         2.5786       292.5583
2008-04-15/07:41:31         -5.8008         2.5051        12.4605        13.9710       -63.9617         5.6219       -26.8642        69.6016         2.8992       232.0903
2008-04-15/07:41:34         -5.1824         1.9958        10.9726        12.2979       -44.6354       -11.5174       -19.6456        50.1091         4.9679       189.1796
2008-04-15/07:41:37         -2.7018        -0.0337        11.9898        12.2905       -71.9388        25.5146       -15.6624        77.9198         4.9970       187.2882
2008-04-15/07:41:40         -0.6972        -3.8671        11.6255        12.2716       -93.9095        28.6934       -10.3046        98.7344         4.9388       195.0342
2008-04-15/07:41:43          3.3092        -9.6670         9.8560        14.1965      -141.4123        67.4134        19.1487       157.8248         4.2395       203.6648
2008-04-15/07:41:46          5.9577        -7.3808        11.4314        14.8541      -156.2016        72.9911        17.0540       173.2555         4.6765       173.0226
2008-04-15/07:41:49          5.2937        -8.8673        12.8052        16.4507      -159.7689        61.2770        29.3077       173.6085         4.3269       166.4357
2008-04-15/07:41:52          9.3370        -8.8484        12.2576        17.7686      -159.1890        46.4441        26.5247       167.9338         3.3945       194.1841
2008-04-15/07:41:55          7.5872        -8.9251        12.2584        16.9556      -124.5234        37.6538        27.4068       132.9474         3.3362       175.7929
2008-04-15/07:41:58         -0.1099        -3.1321        12.5956        12.9797       -75.0220        20.5268        32.9461        84.4695         4.8222       162.2594
2008-04-15/07:42:01         -1.1541        -5.0953        10.3574        11.6004       -66.4752         9.7039        11.9968        68.2425         5.9877       167.1302
2008-04-15/07:42:04         -1.7588        -4.6180        14.1998        15.0351      -106.2203        34.3193        -1.1975       111.6333         4.9679       171.7014
2008-04-15/07:42:07         -3.2504        -2.5762        13.5357        14.1569      -123.5158        42.3650        -6.5301       130.7425         4.5891       164.0413
2008-04-15/07:42:10         -2.4261        -3.2446        14.2345        14.7998      -128.4336        42.4251         8.2051       135.5079         4.3269       161.7609
2008-04-15/07:42:13         -6.6774         0.0273        14.2105        15.7012      -106.7045        36.5212        14.8534       113.7553         3.4528       184.0434
2008-04-15/07:42:16         -4.9406         1.5592        12.9652        13.9620       -93.6284        36.8736         2.3197       100.6544         3.7441       185.0435
2008-04-15/07:42:19         -2.8847         0.5565        14.3237        14.6219       -91.4447        18.3461        -5.1766        93.4104         4.0646       165.2936
2008-04-15/07:42:22         -3.1550         1.2529        14.0052        14.4107       -85.9316        16.8155       -15.0918        88.8524         4.0646       161.7665
2008-04-15/07:42:25         -3.0034        -0.1003        13.8765        14.1982       -82.2022        11.1674       -15.1685        84.3327         4.4143       159.7381
2008-04-15/07:42:28         -3.6567         3.0422        14.5535        15.3112       -77.0548        11.7639       -13.7340        79.1483         4.1521       159.6296
2008-04-15/07:42:31         -2.6371         0.7978        15.2115        15.4590       -69.2568         0.3770        -6.2181        69.5364         4.0938       155.9612
2008-04-15/07:42:34         -3.6223         0.5200        14.5837        15.0358       -58.2220        -1.7566        -9.6651        59.0449         4.5600       155.8697
2008-04-15/07:42:37         -1.7448        -2.9575        14.4251        14.8282       -60.1023         1.1941        -7.9256        60.6344         4.4143       157.8567
2008-04-15/07:42:40         -0.6772        -2.2422        14.7323        14.9173       -56.4361        17.6569        -9.1334        59.8349         4.0064       178.1125
2008-04-15/07:42:43         -1.0554        -3.2237        14.5101        14.9013       -55.2827        21.9122       -15.2878        61.4007         3.6859       181.2919
2008-04-15/07:42:46         -1.0372         0.9621        15.6168        15.6808       -68.4738        31.1708        -4.8963        75.3940         3.8316       185.7751
2008-04-15/07:42:49         -1.6893         2.8570        14.7771        15.1452       -68.0535        43.2673         2.2468        80.6745         3.5693       191.1107
2008-04-15/07:42:52         -4.0134         4.4663        14.6465        15.8296       -72.2905        45.8193         1.2927        85.5979         3.4528       188.2053
2008-04-15/07:42:55         -4.5458         3.9170        14.1843        15.4014       -71.8084        45.0154         3.0651        84.8070         3.2779       189.5204
2008-04-15/07:42:58          0.8370         5.2782        14.1347        15.1112       -83.2957        29.8000         6.7191        88.7207         3.1614       197.3907
2008-04-15/07:43:01         -3.2639         3.7266        12.9151        13.8326       -91.9696        18.3512        -8.5104        94.1679         3.2488       188.6434
2008-04-15/07:43:04         -4.3530         3.2189        11.4440        12.6600      -103.6248         7.9165       -26.0675       107.1461         3.4236       193.6578
2008-04-15/07:43:07         -3.9482         3.5308        12.2582        13.3536      -111.9956         7.2834       -31.2456       116.5005         3.5110       197.9474
2008-04-15/07:43:10         -4.6542         4.0704        12.6180        14.0515      -116.1730         3.6702       -31.4221       120.4034         3.2488       203.0971
2008-04-15/07:43:13         -5.3574         3.3585        11.2030        12.8642      -102.0169        -6.7510       -28.6970       106.1911         3.1614       218.9855
2008-04-15/07:43:16          0.4157         5.8292        11.9143        13.2704       -88.2433        -4.1689       -13.5254        89.3712         3.6276       208.9775
2008-04-15/07:43:20         -0.1645         6.8151        10.7824        12.7566       -68.7339         6.4120        -1.1791        69.0424         2.9866       240.8910
2008-04-15/07:43:23         -2.5192         6.6182        11.4119        13.4305       -67.3321        10.8976        -5.0212        68.3928         2.6078       265.7363
2008-04-15/07:43:26         -4.4906         5.4558        12.1796        14.0810       -41.9834        25.1341        -4.3599        49.1258         1.9668       333.1740
2008-04-15/07:43:29         -4.8302         3.6764        11.2370        12.7717       -23.2080        28.5214       -12.8875        38.9637         1.8502       337.1538
2008-04-15/07:43:32         -5.4583         3.1987        11.2872        12.9393       -38.6173        33.8179       -15.9332        53.7477         1.9959       325.5134
2008-04-15/07:43:35         -5.3176         2.9360        10.5921        12.2102       -33.1369        27.0921       -14.8427        45.3028         1.9376       338.5342
2008-04-15/07:43:38         -4.4952         1.6866         9.6950        10.8187       -33.3868        30.7571       -19.1059        49.2515         2.2290       328.6048
2008-04-15/07:43:41         -3.4315         2.5269         8.2371         9.2742       -20.8488        38.1945       -20.1145        47.9384         2.5495       320.4123
2008-04-15/07:43:44         -3.9941         3.6178         8.2398         9.8456       -23.6091        35.8624       -20.8560        47.7333         2.4912       319.1918
2008-04-15/07:43:47         -4.4181         4.6388         7.9206        10.1870       -19.9673        36.6157       -13.5604        43.8553         2.4912       316.6145
2008-04-15/07:43:50         -6.5520         3.3526         7.6607        10.6233       -18.9483        26.4349       -16.4532        36.4493         2.3747       331.4786
2008-04-15/07:43:53         -3.4777         2.5746         6.8563         8.1075        -7.3510        33.5049       -17.6077        38.5571         2.6952       313.1617
2008-04-15/07:43:56         -3.3419         3.1470         9.1333        10.2220       -14.6264        39.0305       -14.4768        44.1236         2.6952       310.8357
2008-04-15/07:43:59         -5.0032         3.5336        11.0494        12.6336        -3.6254        38.9825       -20.5175        44.2012         2.5204       314.4464
2008-04-15/07:44:02         -6.9388         2.1723        10.2941        12.6029        -0.2855        42.9900       -12.8325        44.8653         2.3456       339.2298
2008-04-15/07:44:05         -2.0806         1.9565        10.6067        10.9845        10.3467        48.7266        -6.8252        50.2784         2.7826       321.3346
2008-04-15/07:44:08         -2.9323         2.9359        10.5868        11.3709        25.0879        43.3340        -7.5483        50.6381         2.8992       320.5741
2008-04-15/07:44:11         -4.0123         2.1609         9.8584        10.8607        46.7743        41.7527        -9.2966        63.3841         2.7826       319.3753
2008-04-15/07:44:14         -4.1139         2.4656        10.7854        11.8037        49.4672        46.3787       -15.2791        69.5086         2.8117       316.7167
2008-04-15/07:44:17         -4.5317         3.0299        12.3035        13.4571        44.7205        43.5098       -32.6089        70.4014         2.3456       336.4803
2008-04-15/07:44:20         -4.6860         2.8893        12.6708        13.8150        29.8657        39.0938       -41.2629        64.2099         2.1416       343.7334
2008-04-15/07:44:23         -4.5348         4.1420        12.1036        13.5727        17.7427        38.8675       -44.9177        61.9927         2.2290       359.2684
2008-04-15/07:44:26         -4.0742         5.5554        10.5346        12.5873        16.0149        33.1468       -37.7843        52.7526         2.4038       340.9882
2008-04-15/07:44:29         -5.7666         4.5011         9.9734        12.3686         8.2446        33.3670       -35.2919        49.2631         2.6952       326.3388
2008-04-15/07:44:32         -5.9230         4.7513        10.4067        12.8824        14.1040        22.8692       -29.7130        40.0597         2.4621       347.6902
2008-04-15/07:44:35         -5.8496         4.3928        11.0427        13.2460        14.2929        11.3969       -28.4309        33.8008         2.2290       367.5341
2008-04-15/07:44:38         -5.5923         4.8499        10.9219        13.1941        10.9687         7.8085       -26.4011        29.6362         2.1999       361.7988
2008-04-15/07:44:41         -6.0180         4.3159        10.8443        13.1317        12.4486         2.3862       -27.5637        30.3385         2.0833       382.1946
2008-04-15/07:44:44         -6.8557         3.7503         9.9881        12.6818        14.9493         3.4915       -29.9725        33.6753         2.0542       380.3644
2008-04-15/07:44:47         -7.2960         3.6908         9.3675        12.4340        16.7302         2.2484       -29.3006        33.8154         2.1125       400.2996
2008-04-15/07:44:50         -7.5496         3.9213         8.8997        12.3117        14.7389         4.4650       -26.3927        30.5573         2.1125       389.3425
2008-04-15/07:44:53         -6.5079         4.4492         9.4545        12.3100        10.6057        11.1566       -28.7906        32.6473         1.9668       417.1029
2008-04-15/07:44:56         -5.5197         4.6814        10.1915        12.5000        16.4592        16.1756       -24.8986        33.9484         1.9085       447.0123
2008-04-15/07:44:59         -4.2451         4.9438        10.4553        12.3197        20.9603        23.2736       -12.2449        33.6294         1.9085       445.1325
2008-04-15/07:45:02         -3.3302         4.9571        11.1749        12.6704        18.5730        30.8323       -16.0806        39.4230         1.5297       525.9296
2008-04-15/07:45:05         -1.9432         4.8202        11.4124        12.5400        17.0346        33.1927       -18.1678        41.4970         1.3257       597.2191
2008-04-15/07:45:08         -2.0607         4.6063        10.7827        11.9051        21.1613        26.0664       -23.2882        40.8607         1.1801       665.8096
2008-04-15/07:45:11         -1.7370         4.0903        10.3719        11.2838        21.6601        31.8087       -27.0467        47.0369         1.2383       669.8370
2008-04-15/07:45:14         -1.9315         4.2246        10.3372        11.3329        16.3371        30.2063       -24.8405        42.3836         1.2383       692.6083
2008-04-15/07:45:17         -1.8179         4.4787        10.4680        11.5301        18.8277        27.7372       -22.8362        40.5626         1.2383       681.8351
2008-04-15/07:45:20         -1.6956         3.9879        10.3915        11.2588        15.3664        37.9201       -25.5935        48.2606         1.2383       704.7959
2008-04-15/07:45:23         -1.5656         4.0319        10.7462        11.5839        17.8189        28.4516       -19.0679        38.6082         1.1801       726.8939
2008-04-15/07:45:26         -1.6537         4.1211        11.0970        11.9525        18.3819        30.5044       -22.9350        42.3606         1.1509       736.9995
2008-04-15/07:45:29         -1.4340         4.0674        11.1228        11.9297        17.7797        21.7123       -18.5416        33.6353         1.2675       675.0429
2008-04-15/07:45:32         -1.5881         4.0710        11.0330        11.8668        17.1597        22.6742       -15.8259        32.5428         1.3840       651.3968
2008-04-15/07:45:35         -1.7482         4.0201        11.1919        12.0198        15.9891        14.9553       -18.2841        28.5240         1.3840       634.3219
2008-04-15/07:45:38         -1.9773         4.4537        11.6521        12.6300        16.7999        16.2578       -22.2484        32.2730         1.3549       641.1836
2008-04-15/07:45:41         -2.1656         4.4307        11.7086        12.7048        10.3228        19.9116       -21.8816        31.3343         1.3840       636.2911
